,Family,Genus,Species,Subspecies
1985,Erebidae,Diagrapta,laminata,
1986,Erebidae,Diagrapta,lignaria,
1987,Erebidae,Ensipia,andaca,
1988,Erebidae,Ensipia,lamusalis,
1989,Erebidae,Ensipia,trilineata,
1990,Erebidae,Eudocima,anguina,
1991,Erebidae,Eudocima,apta,
1992,Erebidae,Eudocima,colubra,
1993,Erebidae,Eudocima,memorans,
1994,Erebidae,Eudocima,serpentifera,
1995,Erebidae,Eudyops,polyleuca,
1996,Erebidae,Eudyops,telmela,
1997,Erebidae,Ferenta,castula,
1998,Erebidae,Ferenta,stolliana,
1999,Erebidae,Freilla,abjecta,
2000,Erebidae,Freilla,humeralis,
2001,Erebidae,Freilla,variabilis,
2002,Erebidae,Gigia,obliqua,
2003,Erebidae,Gigia,stenogaster,
2004,Erebidae,Glenopteris,oculifera,
2005,Erebidae,Glenopteris,ornata,
2006,Erebidae,Goniohelia,gallinago,
2007,Erebidae,Gonodonta,biarmata,
2008,Erebidae,Gonodonta,bidens,
2009,Erebidae,Gonodonta,chorinea,
2010,Erebidae,Gonodonta,clotilda,
2011,Erebidae,Gonodonta,correcta,
2012,Erebidae,Gonodonta,distincta,
2013,Erebidae,Gonodonta,fernandezi,
2014,Erebidae,Gonodonta,fulvangula,
2015,Erebidae,Gonodonta,holosericea,
2016,Erebidae,Gonodonta,immacula,
2017,Erebidae,Gonodonta,incurva,
2018,Erebidae,Gonodonta,indentata,
2019,Erebidae,Gonodonta,latimacula,
2020,Erebidae,Gonodonta,lecha,
2021,Erebidae,Gonodonta,lincus,
2022,Erebidae,Gonodonta,maria,
2023,Erebidae,Gonodonta,mexicana,
2024,Erebidae,Gonodonta,nitidimacula,
2025,Erebidae,Gonodonta,nutrix,
2026,Erebidae,Gonodonta,paraequalis,
2027,Erebidae,Gonodonta,parens,
2028,Erebidae,Gonodonta,primulina,
2029,Erebidae,Gonodonta,pulverea,
2030,Erebidae,Gonodonta,pyrgo,
2031,Erebidae,Gonodonta,sicheas,
2032,Erebidae,Gonodonta,sinaldus,
2033,Erebidae,Gonodonta,sitia,
2034,Erebidae,Gonodonta,soror,
2035,Erebidae,Gonodonta,syrna,
2036,Erebidae,Gonodonta,uxor,
2037,Erebidae,Gonodonta,walkeri,
2038,Erebidae,Gonuris,flaminia,
2039,Erebidae,Gorgone,augusta,
2040,Erebidae,Gorgone,fellearis,
2041,Erebidae,Gorgone,integrans,
2042,Erebidae,Gorgone,miniopila,
2043,Erebidae,Gorgone,superba,
2044,Erebidae,Graphigona,regina,
2045,Erebidae,Hyamia,palpitatalis,
2046,Erebidae,Ilsea,minuta,
2047,Erebidae,Ilsea,subgeminata,
2048,Erebidae,Ipnista,marina,
2049,Erebidae,Juncaria,melanothalma,
2050,Erebidae,Juncaria,pallens,
2051,Erebidae,Juncaria,samia,
2052,Erebidae,Macrodes,columbalis,
2053,Erebidae,Macrodes,cynara,
2054,Erebidae,Mazacyla,lilacina,
2055,Erebidae,Mazacyla,relata,
2056,Erebidae,Mazacyla,subpicta,
2057,Erebidae,Menecina,bifacies,
2058,Erebidae,Metaprosphera,modesta,
2059,Erebidae,Mopothila,ardalus,
2060,Erebidae,Neathyrma,iridescens,
2061,Erebidae,Obroatis,chloropis,
2062,Erebidae,Obroatis,curvilineata,
2063,Erebidae,Obroatis,distincta,
2064,Erebidae,Obroatis,negata,
2065,Erebidae,Obroatis,ocellata,
2066,Erebidae,Obroatis,rinconada,
2067,Erebidae,Obroatis,signata,
2068,Erebidae,Obroatis,vinea,
2069,Erebidae,Oraesia,aenofusa,
2070,Erebidae,Oraesia,argyrolampra,
2071,Erebidae,Oraesia,excitans,
2072,Erebidae,Oraesia,nobilis,
2073,Erebidae,Oraesia,serpens,
2074,Erebidae,Oraesia,striolata,
2075,Erebidae,Oroscopa,abluta,
2076,Erebidae,Oroscopa,calverti,
2077,Erebidae,Oroscopa,cordobensis,
2078,Erebidae,Oroscopa,delicata,
2079,Erebidae,Oroscopa,microdonta,
2080,Erebidae,Oroscopa,variegata,
2081,Erebidae,Ostha,BioLep343,
2082,Erebidae,Ostha,BioLep459,
2083,Erebidae,Ostha,concinna,
2084,Erebidae,Ostha,hypsea,
2085,Erebidae,Ostha,nomion,
2086,Erebidae,Ostha,rama,
2087,Erebidae,Ostha,stellata,
2088,Erebidae,Oxidercia,thaumantis,
2089,Erebidae,Oxidercia,toxea,
2090,Erebidae,Parachabora,abydas,
2091,Erebidae,Parachabora,pseudanaetia,
2092,Erebidae,Paralectra,exaggerata,
2093,Erebidae,Phaeoblemma,amabilis,
2094,Erebidae,Phaeoblemma,apicata,
2095,Erebidae,Phaeoblemma,contracta,
2096,Erebidae,Phaeoblemma,dares,
2097,Erebidae,Pitara,congressa,
2098,Erebidae,Plusiodonta,aborta,
2099,Erebidae,Plusiodonta,clavifera,
2100,Erebidae,Plusiodonta,effulgens,
2101,Erebidae,Plusiodonta,incitans,
2102,Erebidae,Plusiodonta,miranda,
2103,Erebidae,Plusiodonta,nitissima,
2104,Erebidae,Plusiodonta,repellens,
2105,Erebidae,Plynteria,BioLep503,
2106,Erebidae,Plynteria,costata,
2107,Erebidae,Plynteria,irrespondens,
2108,Erebidae,Plynteria,marginata,
2109,Erebidae,Polygoniodes,laciniata,
2110,Erebidae,Porosana,uruca,
2111,Erebidae,Pseudbarydia,crespula,
2112,Erebidae,Pseudbarydia,japeta,
2113,Erebidae,Pseudbarydia,selene,
2114,Erebidae,Pseudogerespa,niviferus,
2115,Erebidae,Pseudogerespa,usipetes,
2116,Erebidae,Radosa,albicosta,
2117,Erebidae,Radosa,ordinata,
2118,Erebidae,Sanys,capsicata,
2119,Erebidae,Sanys,evanescens,
2120,Erebidae,Sanys,irrosea,
2121,Erebidae,Sanys,umbrigens,
2122,Erebidae,Smyra,aexonia,
2123,Erebidae,Smyra,stipatura,
2124,Erebidae,Tetrisia,florigera,
2125,Erebidae,Tetrisia,tricolora,
2126,Erebidae,Triommatodes,madrina,
2127,Erebidae,Uzinia,hyas,
2128,Erebidae,Vogia,pertinax,
2129,Erebidae,Ypsora,homochroa,
2130,Erebidae,Ypsora,selenodes,
2131,Erebidae,Acanthodica,albiplena,
2132,Erebidae,Acanthodica,daunus,
2133,Erebidae,Acanthodica,emmitens,
2134,Erebidae,Acanthodica,grandis,
2135,Erebidae,Acanthodica,pamela,
2136,Erebidae,Acanthodica,penicillium,
2137,Erebidae,Acanthodica,sinuilinea,
2138,Erebidae,Acanthodica,splendens,
2139,Erebidae,Aggustiana,undilinea,
2140,Erebidae,Agyra,agola,
2141,Erebidae,Agyra,marchandi,
2142,Erebidae,Agyra,Poole01,
2143,Erebidae,Ampelasia,azelinoides,
2144,Erebidae,Artiloxis,vitiosa,
2145,Erebidae,Calyptis,idonea,
2146,Erebidae,Calyptis,idonoides,
2147,Erebidae,Calyptis,iter,
2148,Erebidae,Calyptis,semicuprea,
2149,Erebidae,Catephiodes,trinidadensis,
2150,Erebidae,Clapra,atalanta,
2151,Erebidae,Clapra,deucalion,
2152,Erebidae,Clapra,marginata,
2153,Erebidae,Clapra,oculata,
2154,Erebidae,Clapra,uzza,
2155,Erebidae,Coeriana,pretiosa,
2156,Erebidae,Coeriana,Sullivan5285,
2157,Erebidae,Cymatophoropsis,heurippa,
2158,Erebidae,Cymosafia,laba,
2159,Erebidae,Cymosafia,pallida,
2160,Erebidae,Dialithis,gemmifera,
2161,Erebidae,Dolichosomastis,archadia,
2162,Erebidae,Dolichosomastis,dorsilinea,
2163,Erebidae,Dolichosomastis,leucogrammica,
2164,Erebidae,Drepanoblemma,incurvata,
2165,Erebidae,Drepanoblemma,partita,
2166,Erebidae,Drepanoperas,falcigera,
2167,Erebidae,Empelathra,amplificans,
2168,Erebidae,Empelathra,pindarus,
2169,Erebidae,Erebostrota,stenelea,
2170,Erebidae,Habershonia,areos,
2171,Erebidae,Leucotela,nigripalpis,
2172,Erebidae,Micranthops,alceste,
2173,Erebidae,Nymbis,iniqua,
2174,Erebidae,Ocalaria,cohabita,
2175,Erebidae,Ocalaria,dioptica,
2176,Erebidae,Ocalaria,pavo,
2177,Erebidae,Orsa,atripustula,
2178,Erebidae,Orsa,erythrospila,
2179,Erebidae,Pachyplastis,apicalis,
2180,Erebidae,Perasia,flexa,
2181,Erebidae,Perasia,garnoti,
2182,Erebidae,Perasia,helvina,
2183,Erebidae,Peteroma,albilinea,
2184,Erebidae,Peteroma,conita,
2185,Erebidae,Peteroma,denticulata,
2186,Erebidae,Peteroma,jarinta,
2187,Erebidae,Peteroma,laonome,
2188,Erebidae,Prionoptera,aexonia,
2189,Erebidae,Prionoptera,serra,
2190,Erebidae,Pseudophisma,aeolida,
2191,Erebidae,Pseudophisma,pritanis,
2192,Erebidae,Pterhemia,excissa,
2193,Erebidae,Ramphia,albizona,
2194,Erebidae,Safidia,druceria,
2195,Erebidae,Trogogonia,abrupta,
2196,Erebidae,Yidalpta,auragalis,
2197,Erebidae,Callistege,diagonalis,
2198,Erebidae,Celiptera,grisescens,
2199,Erebidae,Celiptera,levina,
2200,Erebidae,Celiptera,montana,
2201,Erebidae,Celiptera,remigioides,
2202,Erebidae,Mocis,diffluens,
2203,Erebidae,Mocis,disseverans,
2204,Erebidae,Mocis,dyndima,
2205,Erebidae,Mocis,frugalis,
2206,Erebidae,Mocis,latipes,
2207,Erebidae,Mocis,marcida,
2208,Erebidae,Mocis,texana,
2209,Erebidae,Ptichodis,immunis,
2210,Erebidae,Boryzops,purissima,
2211,Erebidae,Bulia,mexicana,
2212,Erebidae,Cissusa,inconspicua,
2213,Erebidae,Melipotis,acontioides,
2214,Erebidae,Melipotis,agrotoides,
2215,Erebidae,Melipotis,cellaris,
2216,Erebidae,Melipotis,famelica,
2217,Erebidae,Melipotis,fasciolaris,
2218,Erebidae,Melipotis,florida,
2219,Erebidae,Melipotis,indomita,
2220,Erebidae,Melipotis,januaris,
2221,Erebidae,Melipotis,nigrobasis,
2222,Erebidae,Melipotis,ochrodes,
2223,Erebidae,Melipotis,perpendicularis,
2224,Erebidae,Melipotis,punctifinis,
2225,Erebidae,Orodesma,ameria,
2226,Erebidae,Orodesma,cladonia,
2227,Erebidae,Orodesma,fearni,
2228,Erebidae,Orodesma,juanita,
2229,Erebidae,Orodesma,pulverosa,
2230,Erebidae,Orodesma,schausi,
2231,Erebidae,Panula,inconstans,
2232,Erebidae,Amolita,pepita,
2233,Erebidae,Amolita,sentalis,
2234,Erebidae,Bendisodes,aeolia,
2235,Erebidae,Coenipeta,anepsis,
2236,Erebidae,Coenipeta,bibitrix,
2237,Erebidae,Coenipeta,catoxantha,
2238,Erebidae,Coenipeta,colliquens,
2239,Erebidae,Coenipeta,damonia,
2240,Erebidae,Coenipeta,dimidiata,
2241,Erebidae,Coenipeta,endopolia,
2242,Erebidae,Coenipeta,glaucinans,
2243,Erebidae,Coenipeta,hemiplagia,
2244,Erebidae,Coenipeta,leucocyma,
2245,Erebidae,Coenipeta,lobuligera,
2246,Erebidae,Coenipeta,medina,
2247,Erebidae,Coenipeta,nubila,
2248,Erebidae,Coenipeta,parilis,
2249,Erebidae,Coenipeta,phasis,
2250,Erebidae,Coenipeta,polynoe,
2251,Erebidae,Coenipeta,suttea,
2252,Erebidae,Coenipeta,tanais,
2253,Erebidae,Coenipeta,umbrata,
2254,Erebidae,Coenipeta,zenobina,
2255,Erebidae,Mimophisma,delunaris,
2256,Erebidae,Zale,excellens,
2257,Erebidae,Zale,exhausta,
2258,Erebidae,Zale,fictilis,
2259,Erebidae,Zale,galactea,
2260,Erebidae,Zale,lunata,
2261,Erebidae,Zale,obsita,
2262,Erebidae,Zale,peruncta,
2263,Erebidae,Zale,phaeocapna,
2264,Erebidae,Zale,phaeograpta,
2265,Erebidae,Zale,setipes,
2266,Erebidae,Zale,sexplagiata,
2267,Erebidae,Zale,strigimacula,
2268,Erebidae,Zale,viridans,
2269,Erebidae,Acritogramma,noctar,
2270,Erebidae,Coxina,cinctipalpis,
2271,Erebidae,Coxina,ensipalpis,
2272,Erebidae,Coxina,hadenoides,
2273,Erebidae,Coxina,thermeola,
2274,Erebidae,Euclystis,BioLep03,
2275,Erebidae,Euclystis,bruma,
2276,Erebidae,Euclystis,cayuga,
2277,Erebidae,Euclystis,centurialis,
2278,Erebidae,Euclystis,consurgens,
2279,Erebidae,Euclystis,deterrima,
2280,Erebidae,Euclystis,epidromiaelineata,
2281,Erebidae,Euclystis,guerini,
2282,Erebidae,Euclystis,inconstans,
2283,Erebidae,Euclystis,insana,
2284,Erebidae,Euclystis,intacta,
2285,Erebidae,Euclystis,invidiosa,
2286,Erebidae,Euclystis,labecia,
2287,Erebidae,Euclystis,lala,
2288,Erebidae,Euclystis,laluma,
2289,Erebidae,Euclystis,manto,
2290,Erebidae,Euclystis,nescia,
2291,Erebidae,Euclystis,onusta,
2292,Erebidae,Euclystis,pallidipes,
2293,Erebidae,Euclystis,perplexa,
2294,Erebidae,Euclystis,plusioides,
2295,Erebidae,Euclystis,proba,
2296,Erebidae,Euclystis,recurva,
2297,Erebidae,Euclystis,sublignaris,
2298,Erebidae,Euclystis,vulgaris,
2299,Erebidae,Helia,agna,
2300,Erebidae,Helia,argentipes,
2301,Erebidae,Helia,bilunulalis,
2302,Erebidae,Helia,calligramma,
2303,Erebidae,Helia,celita,
2304,Erebidae,Helia,cymansis,
2305,Erebidae,Helia,hermelina,
2306,Erebidae,Helia,homopteridia,
2307,Erebidae,Helia,Poole01,
2308,Erebidae,Helia,Poole02DHJ02,
2309,Erebidae,Helia,subjuga,
2310,Erebidae,Helia,vitriluna,
2311,Erebidae,Hypogrammodes,compotrix,
2312,Erebidae,Hypogrammodes,confusa,
2313,Erebidae,Hypogrammodes,pacifica,
2314,Erebidae,Itomia,intrahens,
2315,Erebidae,Itomia,multilinea,
2316,Erebidae,Itomia,opisthographa,
2317,Erebidae,Kakopoda,apicalis,
2318,Erebidae,Kakopoda,progenies,
2319,Erebidae,Kakopoda,stygia,
2320,Erebidae,Kakopoda,violascens,
2321,Erebidae,Lesmone,aemylia,
2322,Erebidae,Lesmone,aenaria,
2323,Erebidae,Lesmone,detrahens,
2324,Erebidae,Lesmone,duplicans,
2325,Erebidae,Lesmone,formularis,
2326,Erebidae,Lesmone,gentilis,
2327,Erebidae,Lesmone,hinna,
2328,Erebidae,Lesmone,inopia,
2329,Erebidae,Lesmone,iolas,
2330,Erebidae,Lesmone,porcia,
2331,Erebidae,Lesmone,umbrifera,
2332,Erebidae,Metria,abscisa,
2333,Erebidae,Metria,aenia,
2334,Erebidae,Metria,amella,
2335,Erebidae,Metria,angulata,
2336,Erebidae,Metria,aperta,
2337,Erebidae,Metria,bruma,
2338,Erebidae,Metria,cades,
2339,Erebidae,Metria,celia,
2340,Erebidae,Metria,eminens,
2341,Erebidae,Metria,guapila,
2342,Erebidae,Metria,leucoplaga,
2343,Erebidae,Metria,meretricia,
2344,Erebidae,Metria,minta,
2345,Erebidae,Metria,mollis,
2346,Erebidae,Metria,obsolefacta,
2347,Erebidae,Metria,pascuala,
2348,Erebidae,Metria,permixta,
2349,Erebidae,Metria,phaeochroa,
2350,Erebidae,Metria,rufipicta,
2351,Erebidae,Metria,sublimis,
2352,Erebidae,Metria,subrosea,
2353,Erebidae,Metria,subvaria,
2354,Erebidae,Selenisa,lanipes,
2355,Erebidae,Selenisa,specifica,
2356,Erebidae,Selenisa,suero,
2357,Erebidae,Selenisa,sueroides,
2358,Erebidae,Toxonprucha,excavata,
2359,Erebidae,Toxonprucha,scitior,
2360,Erebidae,Toxonprucha,stunia,
2361,Erebidae,Tyrissa,acygonia,
2362,Erebidae,Tyrissa,carola,
2363,Erebidae,Tyrissa,mascara,
2364,Erebidae,Tyrissa,multilinea,
2365,Erebidae,Tyrissa,perstrigata,
2366,Erebidae,Tyrissa,recurva,
2367,Erebidae,Tyrissa,siaha,
2368,Erebidae,Tyrissa,thara,
2369,Erebidae,Achaea,ablunaris,
2370,Erebidae,Achaea,lienardi,
2371,Erebidae,Achaeops,esperanza,
2372,Erebidae,Dysgonia,expediens,
2373,Erebidae,Dysgonia,purpurata,
2374,Erebidae,Focillidia,bipunctata,
2375,Erebidae,Focillidia,grenadensis,
2376,Erebidae,Ophisma,basigutta,
2377,Erebidae,Ophisma,despagnesi,
2378,Erebidae,Ophisma,diatonica,
2379,Erebidae,Ophisma,fulvipuncta,
2380,Erebidae,Ophisma,minna,
2381,Erebidae,Ophisma,nobilis,
2382,Erebidae,Ophisma,pyrostichta,
2383,Erebidae,Ophisma,sinuata,
2384,Erebidae,Ophisma,tecta,
2385,Erebidae,Ophisma,tropicalis,
2386,Erebidae,Ophisma,variata,
2387,Erebidae,Ascalapha,odorata,
2388,Erebidae,Feigeria,alauda,
2389,Erebidae,Feigeria,buteo,
2390,Erebidae,Feigeria,caligula,
2391,Erebidae,Feigeria,claricostata,
2392,Erebidae,Feigeria,herilia,
2393,Erebidae,Feigeria,lignitis,
2394,Erebidae,Feigeria,magna,
2395,Erebidae,Feigeria,mycerina,
2396,Erebidae,Feigeria,orcynia,
2397,Erebidae,Feigeria,scops,
2398,Erebidae,Feigeria,vultura,
2399,Erebidae,Feigeria,xylia,
2400,Erebidae,Hemeroblemma,acron,
2401,Erebidae,Hemeroblemma,dolosa,
2402,Erebidae,Hemeroblemma,dolosina,
2403,Erebidae,Hemeroblemma,infans,
2404,Erebidae,Hemeroblemma,leontia,
2405,Erebidae,Hemeroblemma,malitiosa,
2406,Erebidae,Hemeroblemma,mexicana,
2407,Erebidae,Hemeroblemma,numeria,
2408,Erebidae,Hemeroblemma,ochrolinea,
2409,Erebidae,Hemeroblemma,opigena,
2410,Erebidae,Hemeroblemma,schausiana,
2411,Erebidae,Hemeroblemma,scolopacea,
2412,Erebidae,Hemeroblemma,stiva,
2413,Erebidae,Hemeroblemma,turdipennis,
2414,Erebidae,Latebraria,albifimbria,
2415,Erebidae,Latebraria,amphipyroides,
2416,Erebidae,Latebraria,arcana,
2417,Erebidae,Latebraria,doliaris,
2418,Erebidae,Latebraria,iphianasse,
2419,Erebidae,Latebraria,tuisana,
2420,Erebidae,Letis,tiasa,
2421,Erebidae,Ronania,marmorides,
2422,Erebidae,Syrnia,hypnois,
2423,Erebidae,Thysania,agrippina,
2424,Erebidae,Thysania,winbrechlini,
2425,Erebidae,Thysania,zenobia,
2426,Erebidae,Antapistis,malis,
2427,Erebidae,Antapistis,Poole08DHJ01,
2428,Erebidae,Antiblemma,abstrusa,
2429,Erebidae,Antiblemma,addana,
2430,Erebidae,Antiblemma,agnita,
2431,Erebidae,Antiblemma,agrestis,
2432,Erebidae,Antiblemma,alcinoe,
2433,Erebidae,Antiblemma,amalthea,
2434,Erebidae,Antiblemma,amarga,
2435,Erebidae,Antiblemma,anguinea,
2436,Erebidae,Antiblemma,anthea,
2437,Erebidae,Antiblemma,borrega,
2438,Erebidae,Antiblemma,calais,
2439,Erebidae,Antiblemma,ceras,
2440,Erebidae,Antiblemma,chephira,
2441,Erebidae,Antiblemma,chiva,
2442,Erebidae,Antiblemma,concinnula,
2443,Erebidae,Antiblemma,erythromma,
2444,Erebidae,Antiblemma,filaria,
2445,Erebidae,Antiblemma,fulvipicta,
2446,Erebidae,Antiblemma,fuscireticulata,
2447,Erebidae,Antiblemma,harmodia,
2448,Erebidae,Antiblemma,hembrilla,
2449,Erebidae,Antiblemma,herilis,
2450,Erebidae,Antiblemma,hersilea,
2451,Erebidae,Antiblemma,imitans,
2452,Erebidae,Antiblemma,incarnans,
2453,Erebidae,Antiblemma,juruana,
2454,Erebidae,Antiblemma,lacteigera,
2455,Erebidae,Antiblemma,laranda,
2456,Erebidae,Antiblemma,leucocyma,
2457,Erebidae,Antiblemma,lola,
2458,Erebidae,Antiblemma,lothos,
2459,Erebidae,Antiblemma,lycoris,
2460,Erebidae,Antiblemma,memoranda,
2461,Erebidae,Antiblemma,mundicola,
2462,Erebidae,Antiblemma,neptis,
2463,Erebidae,Antiblemma,partita,
2464,Erebidae,Antiblemma,patifaciens,
2465,Erebidae,Antiblemma,penelope,
2466,Erebidae,Antiblemma,perornata,
2467,Erebidae,Antiblemma,peruda,
2468,Erebidae,Antiblemma,perva,
2469,Erebidae,Antiblemma,phaedra,
2470,Erebidae,Antiblemma,phoenicopyra,
2471,Erebidae,Antiblemma,pira,
2472,Erebidae,Antiblemma,Poole10,
2473,Erebidae,Antiblemma,porphyrota,
2474,Erebidae,Antiblemma,prisca,
2475,Erebidae,Antiblemma,restricta,
2476,Erebidae,Antiblemma,rhoda,
2477,Erebidae,Antiblemma,rubida,
2478,Erebidae,Antiblemma,rubrilinea,
2479,Erebidae,Antiblemma,rufinans,
2480,Erebidae,Antiblemma,sexplagiata,
2481,Erebidae,Antiblemma,sterope,
2482,Erebidae,Antiblemma,strigatula,
2483,Erebidae,Antiblemma,subrutilans,
2484,Erebidae,Antiblemma,sufficiens,
2485,Erebidae,Antiblemma,Sullivan2576,
2486,Erebidae,Antiblemma,trogocycla,
2487,Erebidae,Antiblemma,tuisa,
2488,Erebidae,Antiblemma,tuva,
2489,Erebidae,Antiblemma,uncinata,
2490,Erebidae,Anticarsia,anisospila,
2491,Erebidae,Anticarsia,gemmatalis,
2492,Erebidae,Athyrma,adjutrix,
2493,Erebidae,Athyrma,brigittae,
2494,Erebidae,Athyrma,ciboney,
2495,Erebidae,Athyrma,fakahatchee,
2496,Erebidae,Athyrma,ganglio,
2497,Erebidae,Athyrma,romacki,
2498,Erebidae,Athyrma,sp.1,
2499,Erebidae,Athyrma,tuberosa,
2500,Erebidae,Azeta,ceramina,
2501,Erebidae,Azeta,imbuta,
2502,Erebidae,Azeta,mimica,
2503,Erebidae,Azeta,repugnalis,
2504,Erebidae,Azeta,rhodogaster,
2505,Erebidae,Azeta,rufescens,
2506,Erebidae,Azeta,signans,
2507,Erebidae,Azeta,versicolor,
2508,Erebidae,Chamyna,homichlodes,
2509,Erebidae,Chamyna,lamponia,
2510,Erebidae,Chamyna,modesta,
2511,Erebidae,Coenobela,joha,
2512,Erebidae,Coenobela,paucula,
2513,Erebidae,Dyomyx,albistriga,
2514,Erebidae,Dyomyx,cimolia,
2515,Erebidae,Dyomyx,egista,
2516,Erebidae,Dyomyx,egistoides,
2517,Erebidae,Dyomyx,herberta,
2518,Erebidae,Dyomyx,inferior,
2519,Erebidae,Dyomyx,jonesi,
2520,Erebidae,Dyomyx,jonesi,
2521,Erebidae,Dyomyx,ocala,
2522,Erebidae,Dyomyx,placida,
2523,Erebidae,Dyomyx,psectrocera,
2524,Erebidae,Dyomyx,volcanica,
2525,Erebidae,Dyomyx,zates,
2526,Erebidae,Ephyrodes,cacata,
2527,Erebidae,Ephyrodes,similis,
2528,Erebidae,Epidromia,consperata,
2529,Erebidae,Epidromia,dickeli,
2530,Erebidae,Epidromia,lafontainei,
2531,Erebidae,Epidromia,lienaris,
2532,Erebidae,Epidromia,pannosa,
2533,Erebidae,Epidromia,rotundata,
2534,Erebidae,Epitausa,atriplaga,
2535,Erebidae,Epitausa,coppryi,
2536,Erebidae,Epitausa,dilina,
2537,Erebidae,Epitausa,flagrans,
2538,Erebidae,Epitausa,laetabilis,
2539,Erebidae,Epitausa,pavescens,
2540,Erebidae,Epitausa,prona,
2541,Erebidae,Epitausa,recessa,
2542,Erebidae,Epitausa,terranea,
2543,Erebidae,Eulepidotis,addens,
2544,Erebidae,Eulepidotis,affinis,
2545,Erebidae,Eulepidotis,alabastraria,
2546,Erebidae,Eulepidotis,albistriga,
2547,Erebidae,Eulepidotis,austrina,
2548,Erebidae,Eulepidotis,bourgaulti,
2549,Erebidae,Eulepidotis,caeruleilinea,
2550,Erebidae,Eulepidotis,consequens,
2551,Erebidae,Eulepidotis,delecta,
2552,Erebidae,Eulepidotis,dominicata,
2553,Erebidae,Eulepidotis,electa,
2554,Erebidae,Eulepidotis,emilia,
2555,Erebidae,Eulepidotis,ezra,
2556,Erebidae,Eulepidotis,folium,
2557,Erebidae,Eulepidotis,fortissima,
2558,Erebidae,Eulepidotis,geminata,
2559,Erebidae,Eulepidotis,guttata,
2560,Erebidae,Eulepidotis,hemithea,
2561,Erebidae,Eulepidotis,hemura,
2562,Erebidae,Eulepidotis,hermura,
2563,Erebidae,Eulepidotis,holocera,
2564,Erebidae,Eulepidotis,ilyrias,
2565,Erebidae,Eulepidotis,inclyta,
2566,Erebidae,Eulepidotis,jonesi,
2567,Erebidae,Eulepidotis,julianata,
2568,Erebidae,Eulepidotis,juncida,
2569,Erebidae,Eulepidotis,junetta,
2570,Erebidae,Eulepidotis,lineata,
2571,Erebidae,Eulepidotis,mabis,
2572,Erebidae,Eulepidotis,micca,
2573,Erebidae,Eulepidotis,micra,
2574,Erebidae,Eulepidotis,modestula,
2575,Erebidae,Eulepidotis,norduca,
2576,Erebidae,Eulepidotis,ornata,
2577,Erebidae,Eulepidotis,ornatoides,
2578,Erebidae,Eulepidotis,osseata,
2579,Erebidae,Eulepidotis,ouocco,
2580,Erebidae,Eulepidotis,pavo,
2581,Erebidae,Eulepidotis,perducens,
2582,Erebidae,Eulepidotis,perlata,
2583,Erebidae,Eulepidotis,persimilis,
2584,Erebidae,Eulepidotis,phrygionia,
2585,Erebidae,Eulepidotis,punctilinea,
2586,Erebidae,Eulepidotis,rectimargo,
2587,Erebidae,Eulepidotis,santosina,
2588,Erebidae,Eulepidotis,stigmastica,
2589,Erebidae,Eulepidotis,superior,
2590,Erebidae,Eulepidotis,sylpha,
2591,Erebidae,Eulepidotis,testaceiceps,
2592,Erebidae,Eulepidotis,viridissima,
2593,Erebidae,Ezra,misera,
2594,Erebidae,Goniocarsia,electrica,
2595,Erebidae,Goniocarsia,subdentata,
2596,Erebidae,Herminocala,atomosa,
2597,Erebidae,Herminocala,pallidoides,
2598,Erebidae,Herminocala,sabata,
2599,Erebidae,Massala,abdara,
2600,Erebidae,Massala,hieroglyphica,
