Family,Genus,Species,Subspecies
Nymphalidae,Tegosa,nigrella,niveonotis
Nymphalidae,Colobura,annulata,
Nymphalidae,Colobura,dirce,dirce
Nymphalidae,Hypanartia,dione,arcaei
Nymphalidae,Hypanartia,godmanii,
Nymphalidae,Hypanartia,kefersteini,
Nymphalidae,Hypanartia,lethe,lethe
Nymphalidae,Hypanartia,trimaculata,autumna
Nymphalidae,Smyrna,blomfildia,datis
Nymphalidae,Tigridia,acesta,
Nymphalidae,Vanessa,cardui,
Nymphalidae,Vanessa,virginiensis,
Nymphalidae,Anartia,fatima,fatima
Nymphalidae,Anartia,jatrophae,luteipicta
Nymphalidae,Siproeta,epaphus,
Nymphalidae,Siproeta,stelenes,biplagiata
Nymphalidae,Siproeta,superba,euoe
Nymphalidae,Brassolis,granadensis,granadensis
Nymphalidae,Brassolis,isthmia,
Nymphalidae,Caligo,atreus,dionysos
Nymphalidae,Caligo,brasiliensis,
Nymphalidae,Caligo,illioneus,oberon
Nymphalidae,Caligo,oedipus,fruhstorferi
Nymphalidae,Caligo,oileus,scamander
Nymphalidae,Caligo,telamonius,menus
Nymphalidae,Catoblepia,orgetorix,championi
Nymphalidae,Catoblepia,xanthicles,xanthicles
Nymphalidae,Dynastor,darius,stygianus
Nymphalidae,Dynastor,macrosiris,strix
Nymphalidae,Eryphanis,aesacus,
Nymphalidae,Eryphanis,bubocula,
Nymphalidae,Eryphanis,lycomedon,
Nymphalidae,Narope,testacea,
Nymphalidae,Opoptera,staudingeri,
Nymphalidae,Opsiphanes,bogotanus,castaneus
Nymphalidae,Opsiphanes,cassie,tamarindi
Nymphalidae,Opsiphanes,cuspidatus,
Nymphalidae,Opsiphanes,fabricii,
Nymphalidae,Opsiphanes,jacobsorum,
Nymphalidae,Opsiphanes,periphetes,
Nymphalidae,Opsiphanes,quirinus,
Nymphalidae,Opsiphanes,zelus,
Nymphalidae,Selenophanes,josephus,
Nymphalidae,Cithaerias,pireta,pireta
Nymphalidae,Dulcedo,polita,
Nymphalidae,Haetera,macleannania,
Nymphalidae,Pierella,helvina,incanescens
Nymphalidae,Pierella,luna,luna
Nymphalidae,Manataria,maculata,maculata
Nymphalidae,Antirrhea,philaretes,tomasia
Nymphalidae,Antirrhea,philoctetes,lindigii
Nymphalidae,Antirrhea,pterocopha,
Nymphalidae,Caerois,gerdrudtus,
Nymphalidae,Morpho,cypris,bugaba
Nymphalidae,Morpho,deidamia,granadensis
Nymphalidae,Morpho,deidamia,polybaptus
Nymphalidae,Morpho,helenor,marinita
Nymphalidae,Morpho,helenor,narcissus
Nymphalidae,Morpho,menelaus,amathonte
Nymphalidae,Morpho,polyphemus,catalina
Nymphalidae,Morpho,theseus,heraldica
Nymphalidae,Amiga,arnaca,arnaca
Nymphalidae,Arhuaco,dryadina,
Nymphalidae,Cissia,confusa,
Nymphalidae,Cissia,joyceae,
Nymphalidae,Cissia,pompilia,
Nymphalidae,Cissia,pseudoconfusa,
Nymphalidae,Cyllopsis,argentella,
Nymphalidae,Cyllopsis,emilia,
Nymphalidae,Cyllopsis,hedemanni,hedemanni
Nymphalidae,Cyllopsis,hilaria,
Nymphalidae,Cyllopsis,pephredo,
Nymphalidae,Cyllopsis,philodice,
Nymphalidae,Cyllopsis,rogersi,
Nymphalidae,Drucina,leonata,
Nymphalidae,Eretris,hulda,
Nymphalidae,Eretris,suzannae,
Nymphalidae,Euptychia,insolata,
Nymphalidae,Euptychia,jesia,
Nymphalidae,Euptychia,mollina,mollina
Nymphalidae,Euptychia,mollis,
Nymphalidae,Euptychia,westwoodi,westwoodi
Nymphalidae,Forsterinaria,neonympha,
Nymphalidae,Hermeuptychia,harmonia,
Nymphalidae,Hermeuptychia,hermes,
Nymphalidae,Hermeuptychia,intricata,
Nymphalidae,Inbio,hilara,
Nymphalidae,Lymanopoda,euopis,
Nymphalidae,Magneuptychia,agnata,
Nymphalidae,Magneuptychia,drymo,
Nymphalidae,Magneuptychia,libye,
Nymphalidae,Malaveria,alcinoe,
Nymphalidae,Megeuptychia,antonoe,
Nymphalidae,Modestia,gomezi,
Nymphalidae,Oressinoma,typhla,
Nymphalidae,Oxeoschistus,cothon,
Nymphalidae,Oxeoschistus,cothonides,
Nymphalidae,Oxeoschistus,euriphyle,
Nymphalidae,Oxeoschistus,puerta,submaculatus
Nymphalidae,Oxeoschistus,tauropolis,
Nymphalidae,Parataygetis,lineata,
Nymphalidae,Pareuptychia,metaleuca,
Nymphalidae,Pareuptychia,ocirrhoe,
Nymphalidae,Paryphthimoides,terrestris,terrestris
Nymphalidae,Pedaliodes,cremera,
Nymphalidae,Pedaliodes,dejecta,dejecta
Nymphalidae,Pedaliodes,manis,
Nymphalidae,Pedaliodes,triaria,
Nymphalidae,Posttaygetis,penelea,
Nymphalidae,Praepronophila,perperna,smalli
Nymphalidae,Praepronophila,petronius,kerrianna
Nymphalidae,Pronophila,timanthes,
Nymphalidae,Pseudodebis,celia,
Nymphalidae,Pseudodebis,zimri,
Nymphalidae,Pseudomaniola,phaselis,rogersi
Nymphalidae,Satyrotaygetis,satyrina,
Nymphalidae,Satyrotaygetis,tiessa,
Nymphalidae,Taygetina,banghaasi,
Nymphalidae,Taygetina,kerea,
Nymphalidae,Taygetina,oreba,
Nymphalidae,Taygetis,inconspicua,
Nymphalidae,Taygetis,laches,laches
Nymphalidae,Taygetis,leuctra,
Nymphalidae,Taygetis,mermeria,excavata
Nymphalidae,Taygetis,rufomarginata,rufomarginata
Nymphalidae,Taygetis,salvini,
Nymphalidae,Taygetis,sosis,
Nymphalidae,Taygetis,thamyra,
Nymphalidae,Taygetis,uzza,
Nymphalidae,Taygetis,virgilia,
Nymphalidae,Vanima,labe,
Nymphalidae,Vanima,palladia,
Nymphalidae,Vareuptychia,similis,
Nymphalidae,Vareuptychia,themis,
Nymphalidae,Yphthimoides,renata,
Oecophoridae,Oecophoridae,sp.01,
Oecophoridae,Oecophoridae,sp.02,
Oecophoridae,Oecophoridae,sp.03,
Oecophoridae,Oecophoridae,sp.04,
Oecophoridae,Oecophoridae,sp.05,
Oecophoridae,Oecophoridae,sp.06,
Oecophoridae,Oecophoridae,sp.07,
Oecophoridae,Oecophoridae,sp.08,
Oecophoridae,Oecophoridae,sp.09,
Oecophoridae,Acartophila,microsacta,
Oecophoridae,Anadasmus,pelodes,
Oecophoridae,Anadasmus,quadratella,
Oecophoridae,Anadasmus,sororia,
Oecophoridae,Anadasmus,sp.1,
Oecophoridae,Coptotelia,perseaphaga,
Oecophoridae,Endrosis,sarcitrella,
Oecophoridae,Eomichla,hallwachsae,
Oecophoridae,Gonionota,aethiographa,
Oecophoridae,Gonionota,dryodesma,
Oecophoridae,Gonionota,extima,
Oecophoridae,Gonionota,fimbriata,
Oecophoridae,Gonionota,gnorisma,
Oecophoridae,Gonionota,melobaphes,
Oecophoridae,Gonionota,phillipsEPR03,
Oecophoridae,Gonionota,sp.1,
Oecophoridae,Gonionota,vivida,
Oecophoridae,Inga,ancorata,
Oecophoridae,Inga,inflammata,
Oecophoridae,Inga,signifera,
Oecophoridae,Inga,sodalis,
Oecophoridae,Inga,sparsiciliella,
Oecophoridae,Lethata,trochalosticta,
Oecophoridae,Mothonica,periapta,
Oecophoridae,Struthoscelis,christianafigueresae,
Oecophoridae,Struthoscelis,davisorum,
Opostegidae,Neopostega,falcata,
Opostegidae,Neopostega,petila,
Opostegidae,Pseudopostega,adusta,
Opostegidae,Pseudopostega,apoclina,
Opostegidae,Pseudopostega,attenuata,
Opostegidae,Pseudopostega,bidorsalis,
Opostegidae,Pseudopostega,brevifurcata,
Opostegidae,Pseudopostega,brevivalva,
Opostegidae,Pseudopostega,conicula,
Opostegidae,Pseudopostega,dorsalis,
Opostegidae,Pseudopostega,duplicata,
Opostegidae,Pseudopostega,fasciata,
Opostegidae,Pseudopostega,lateriplicata,
Opostegidae,Pseudopostega,latiapicula,
Opostegidae,Pseudopostega,lobata,
Opostegidae,Pseudopostega,longipedicella,
Opostegidae,Pseudopostega,microacris,
Opostegidae,Pseudopostega,robusta,
Opostegidae,Pseudopostega,rotunda,
Opostegidae,Pseudopostega,saltatrix,
Opostegidae,Pseudopostega,serrata,
Opostegidae,Pseudopostega,spatulata,
Opostegidae,Pseudopostega,sublobata,
Opostegidae,Pseudopostega,tanygnatha,
Opostegidae,Pseudopostega,tenuifurcata,
Opostegidae,Pseudopostega,venticola,
Papilionidae,Eurytides,agesilaus,neosilaus
Papilionidae,Eurytides,calliste,olbius
Papilionidae,Eurytides,dioxippus,flotti
Papilionidae,Eurytides,dioxippus,lacandones
Papilionidae,Eurytides,epidaus,epidaus
Papilionidae,Eurytides,euryleon,clusoculis
Papilionidae,Eurytides,ilus,branchus
Papilionidae,Eurytides,macrosilaus,penthesilaus
Papilionidae,Eurytides,orabilis,
Papilionidae,Eurytides,pausanias,prasinus
Papilionidae,Eurytides,phaon,phaon
Papilionidae,Eurytides,philolaus,philolaus
Papilionidae,Eurytides,protesilaus,dariensis
Papilionidae,Eurytides,salvini,
Papilionidae,Eurytides,thyastes,panamensis
Papilionidae,Heraclides,anchisiades,idaeus
Papilionidae,Heraclides,androgeus,epidaurus
Papilionidae,Heraclides,cresphontes,
Papilionidae,Heraclides,erostratus,
Papilionidae,Heraclides,isidorus,rhodostictus
Papilionidae,Heraclides,pallas,pallas
Papilionidae,Heraclides,rumiko,
Papilionidae,Heraclides,thoas,autocles
Papilionidae,Heraclides,thoas,nealces
Papilionidae,Heraclides,torquatus,tolmides
Papilionidae,Papilio,polyxenes,stabilis
Papilionidae,Pterourus,ascolius,zalates
Papilionidae,Pterourus,birchallii,bryki
Papilionidae,Pterourus,coroebus,laetitia
Papilionidae,Pterourus,coroebus,vulneratus
Papilionidae,Pterourus,garamas,faisthuberi
Papilionidae,Pterourus,garamas,syedra
Papilionidae,Pterourus,victorinus,
Papilionidae,Battus,belus,varus
Papilionidae,Battus,crassus,lepidus
Papilionidae,Battus,ingenuus,
Papilionidae,Battus,laodamas,copanae
Papilionidae,Battus,lycidas,
Papilionidae,Battus,polydamas,
Papilionidae,Parides,childrenae,
Papilionidae,Parides,erithalion,sadyattes
Papilionidae,Parides,erithalion,smalli
Papilionidae,Parides,eurimedes,mylotes
Papilionidae,Parides,iphidamas,iphidamas
Papilionidae,Parides,montezuma,
Papilionidae,Parides,panares,lycimenes
Papilionidae,Parides,photinus,
Papilionidae,Parides,sesostris,zestos
Phiditiidae,Phiditia,cuprea,
Phiditiidae,Phiditia,lucernaria,
Phiditiidae,Rolepa,innotabilis,
Phiditiidae,Rolepa,nigrostriga,
Pieridae,Abaeis,albula,celata
Pieridae,Abaeis,boisduvaliana,
Pieridae,Abaeis,gratiosa,
Pieridae,Abaeis,mexicana,bogotana
Pieridae,Abaeis,nicippe,
Pieridae,Abaeis,salome,jamapa
Pieridae,Abaeis,xanthochlora,xantochlora
Pieridae,Anteos,clorinde,
Pieridae,Anteos,maerula,
Pieridae,Aphrissa,boisduvalii,
Pieridae,Aphrissa,schausi,
Pieridae,Aphrissa,statira,statira
Pieridae,Aphrissa,wallacei,
Pieridae,Eurema,agave,agave
Pieridae,Eurema,agave,millerorum
Pieridae,Eurema,daira,eugenia
Pieridae,Eurema,elathea,vitellina
Pieridae,Kricogonia,lyside,
Pieridae,Phoebis,agarithe,agarithe
Pieridae,Phoebis,argante,argante
Pieridae,Phoebis,marcellina,
Pieridae,Phoebis,philea,philea
Pieridae,Phoebis,virgo,
Pieridae,Pyrisitia,lisa,centralis
Pieridae,Pyrisitia,nise,nelphe
Pieridae,Pyrisitia,proterpia,
Pieridae,Pyrisitia,westwoodi,
Pieridae,Rhabdodryas,trite,trite
Pieridae,Zerene,cesonia,cesonia
Pieridae,Dismorphia,amphione,praxinoe
Pieridae,Dismorphia,crisia,lubina
Pieridae,Dismorphia,eunoe,desine
Pieridae,Dismorphia,lua,costaricensis
Pieridae,Dismorphia,theucharila,fortunata
Pieridae,Dismorphia,zaela,oreas
Pieridae,Dismorphia,zathoe,pallidula
Pieridae,Enantia,albania,amalia
Pieridae,Enantia,lina,marion
Pieridae,Lieinix,cinerascens,
Pieridae,Lieinix,nemesis,atthis
Pieridae,Lieinix,viridifascia,
Pieridae,Patia,cordillera,sororna
Pieridae,Archonias,brassolis,approximata
Pieridae,Archonias,flisa,melanisa
Pieridae,Ascia,monuste,
Pieridae,Catasticta,cerberus,
Pieridae,Catasticta,cteneme,actinotis
Pieridae,Catasticta,hegemon,hegemon
Pieridae,Catasticta,nimbice,bryson
Pieridae,Catasticta,sisamnus,smalli
Pieridae,Catasticta,teutila,flavomaculata
Pieridae,Catasticta,theresa,
Pieridae,Charonias,eurytele,dismorphites
Pieridae,Cunizza,hirlanda,tirimbina
Pieridae,Ganyra,josephina,josepha
Pieridae,Ganyra,phaloe,limona
Pieridae,Glutophrissa,drusilla,tenuis
Pieridae,Hesperocharis,costaricensis,
Pieridae,Hesperocharis,crocea,
Pieridae,Hesperocharis,graphites,
Pieridae,Itaballia,demophile,centralis
Pieridae,Itaballia,pandosia,kicaha
Pieridae,Leodonta,dysoni,dysoni
Pieridae,Leodonta,tellane,chiriquensis
Pieridae,Leptophobia,aripa,elodia
Pieridae,Leptophobia,caesia,tenuicornis
Pieridae,Melete,lycimnia,isandra
Pieridae,Melete,polyhymnia,florinda
Pieridae,Pereute,charops,
Pieridae,Pereute,cheops,
Pieridae,Perrhybris,pamela,alethina
Pieridae,Pieriballia,viardi,noctipennis
Plutellidae,Plutella,xylostella,
Plutellidae,Plutellidae,sp,
Psychidae,Psychidae,sp.1,
Psychidae,Psychidae,sp.2,
Psychidae,Lumacra,brasiliensis,
Psychidae,Lumacra,hyalinacra,
Psychidae,Oiketicus,geyeri,
Psychidae,Oiketicus,kirbyi,
Pterophoridae,Leptodeuterocopus,neales,
Pterophoridae,Pterophoridae,sp.1,
Pterophoridae,Pterophoridae,sp.2,
Pterophoridae,Pterophoridae,sp.3,
Pterophoridae,Pterophoridae,sp.4,
Pterophoridae,Pterophoridae,sp.5,
Pterophoridae,Pterophoridae,sp.6,
Pterophoridae,Pterophoridae,sp.7,
Pterophoridae,Pterophoridae,sp.8,
Pterophoridae,Pterophoridae,sp.9,
Pterophoridae,Ochyrotica,fasciata,
Pterophoridae,Ochyrotica,mexicana,
Pterophoridae,Exelastis,pumilio,
Pterophoridae,Marasmarcha,brevirostris,
Pterophoridae,Adaina,ambrosiae,
Pterophoridae,Adaina,beckeri,
Pterophoridae,Adaina,bernardi,
Pterophoridae,Adaina,costarica,
Pterophoridae,Adaina,obscura,
Pterophoridae,Adaina,parainvida,
Pterophoridae,Emmelina,monodactyla,
Pterophoridae,Hellinsia,calais,
Pterophoridae,Hellinsia,elhacha,
Pterophoridae,Hellinsia,epileucus,
Pterophoridae,Hellinsia,fissuralba,
Pterophoridae,Hellinsia,fissuripuncta,
Pterophoridae,Hellinsia,fusciciliata,
Pterophoridae,Hellinsia,hebrus,
Pterophoridae,Hellinsia,investis,
Pterophoridae,Hellinsia,mollis,
Pterophoridae,Hellinsia,monteverda,
Pterophoridae,Hellinsia,nodipes,
Pterophoridae,Hellinsia,obandoi,
Pterophoridae,Hellinsia,obscuricilia,
Pterophoridae,Hellinsia,phloeochroa,
Pterophoridae,Hellinsia,powelli,
Pterophoridae,Hellinsia,pseudobarbata,
Pterophoridae,Hellinsia,scripta,
Pterophoridae,Hellinsia,solanoi,
Pterophoridae,Hellinsia,tepidus,
Pterophoridae,Oidaematophorus,eupatorii,
Pterophoridae,Oidaematophorus,trachyphloeus,
Pterophoridae,Megalorhipida,leucodactylus,
Pterophoridae,Megalorhipida,dulcis,
Pterophoridae,Oxyptilus,scutifer,
Pterophoridae,Anstenoptilia,marmarodactyla,
Pterophoridae,Lioptilodes,albistriolatus,
Pterophoridae,Melanoptilia,arsenica,
Pterophoridae,Melanoptilia,chalcogastra,
Pterophoridae,Michaelophorus,indentatus,
Pterophoridae,Michaelophorus,nubilus,
Pterophoridae,Paraamblyptilia,ridouti,
Pterophoridae,Platyptilia,gravior,
Pterophoridae,Postplatyptilia,huigraica,
Pterophoridae,Postplatyptilia,parana,
Pterophoridae,Sphenarches,anisodactylus,
Pterophoridae,Stenoptilodes,brevipennis,
Pterophoridae,Singularia,leptochorda,
Pterophoridae,Singularia,mayaensis,
Pyralidae,Acallidia,dentilinea,
Pyralidae,Arta,incurvalis,
Pyralidae,Arta,olivalis,
Pyralidae,Azamora,socialis,
Pyralidae,Azamora,sororia,
Pyralidae,Azamora,splendens,
Pyralidae,Basacallis,tarachodes,
Pyralidae,Blepharocerus,ignitalis,
Pyralidae,Bonchis,albilinea,
Pyralidae,Bonchis,munitalis,
Pyralidae,Bonchis,phyllis,
Pyralidae,Caphys,bilineata,
Pyralidae,Carcha,hersilialis,
Pyralidae,Carcha,violalis,
Pyralidae,Casuaria,angulilinea,
Pyralidae,Casuaria,catocalis,
Pyralidae,Casuaria,crumena,
Pyralidae,Casuaria,neglecta,
Pyralidae,Casuaria,pallidalis,
Pyralidae,Casuaria,purpurea,
Pyralidae,Chrysauginae,sp.1,
Pyralidae,Chrysauginae,sp.2,
Pyralidae,Chrysauginae,sp.3,
Pyralidae,Chrysauginae,sp.4,
Pyralidae,Clydonopteron,sacculana,
Pyralidae,Cromarcha,stroudagnesia,
Pyralidae,Cryptoses,choloepi,
Pyralidae,Dasycnemia,obliqualis,
Pyralidae,Diloxis,apicalis,
Pyralidae,Epidelia,damia,
Pyralidae,Galasa,costalis,
Pyralidae,Galasa,nigrinodis,
Pyralidae,Galasa,nigripunctalis,
Pyralidae,Gephyra,BioLep780,
Pyralidae,Gephyra,costinotata,
Pyralidae,Gephyra,saturatalis,
Pyralidae,Gephyrella,parsimonalis,
Pyralidae,Hypocosmia,bimaculalis,
Pyralidae,Lepidomys,viridans,
Pyralidae,Lophopleura,eurzonalis,
Pyralidae,Monoloxis,flavicinctalis,
Pyralidae,Navura,lobata,
Pyralidae,Parachma,ochrealis,
Pyralidae,Parachma,rufoflavalis,
Pyralidae,Paramacna,arnea,
Pyralidae,Paramacna,herbacealis,
Pyralidae,Paramacna,nattereri,
Pyralidae,Paridnea,holophaealis,
Pyralidae,Penthesilea,BioLep785,
Pyralidae,Psectrodes,abrasalis,
Pyralidae,Ramphidium,pselaphialis,
Pyralidae,Salobrena,vacuana,
Pyralidae,Sarcistis,rufescens,
Pyralidae,Semnia,auritalis,
Pyralidae,Semnia,elegans,
Pyralidae,Semnia,ligatalis,
Pyralidae,Speosia,bullata,
Pyralidae,Streptopalpia,misella,
Pyralidae,Tamyra,ignitalis,
Pyralidae,Tamyra,inclyta,
Pyralidae,Tamyra,sp.1,
Pyralidae,Tosale,aucta,
Pyralidae,Tosale,oviplagalis,
Pyralidae,Xantippe,caphysoides,
Pyralidae,Xantippe,olivalis,
Pyralidae,Xantippe,suavis,
Pyralidae,Zanclodes,falculalis,
Pyralidae,Accinctapubes,albifasciata,
Pyralidae,Accinctapubes,apicalis,
Pyralidae,Anarnatula,subflavida,
Pyralidae,Apocera,costata,
Pyralidae,Bibasilaris,trisulcata,
Pyralidae,Cacozelia,elegans,
Pyralidae,Carthara,abrupta,
Pyralidae,Carthara,albicosta,
Pyralidae,Chloropaschia,canities,
Pyralidae,Chloropaschia,contortilinealis,
Pyralidae,Chloropaschia,godrica,
Pyralidae,Chloropaschia,granitalis,
Pyralidae,Chloropaschia,hemileuca,
Pyralidae,Chloropaschia,mennusalis,
Pyralidae,Chloropaschia,pegalis,
Pyralidae,Chloropaschia,rufibasis,
Pyralidae,Chloropaschia,selecta,
Pyralidae,Dasyvesica,lophotalis,
Pyralidae,Deuterollyta,basilata,
Pyralidae,Deuterollyta,cantianilla,
Pyralidae,Deuterollyta,chlorisalis,
Pyralidae,Deuterollyta,dapha,
Pyralidae,Deuterollyta,majuscula,
Pyralidae,Deuterollyta,nana,
Pyralidae,Deuterollyta,nigripuncta,
Pyralidae,Deuterollyta,oediperalis,
Pyralidae,Deuterollyta,subcurvalis,
Pyralidae,Deuterollyta,subfusca,
Pyralidae,Deuterollyta,tenebrosa,
Pyralidae,Deuterollyta,terrenalis,
Pyralidae,Deuterollyta,translinea,
Pyralidae,Deuterollyta,umbrosalis,
Pyralidae,Deuterollyta,zetila,zetilla
Pyralidae,Epipaschia,superatalis,
Pyralidae,Epipaschiinae,sp.1,
Pyralidae,Epipaschiinae,sp.2,
Pyralidae,Epipaschiinae,sp.3,
Pyralidae,Epipaschiinae,sp.4,
Pyralidae,Epipaschiinae,sp.5,
Pyralidae,Epipaschiinae,sp.6,
Pyralidae,Epipaschiinae,sp.7,
Pyralidae,Epipaschiinae,sp.8,
Pyralidae,Epipaschiinae,sp.9,
Pyralidae,Incarcha,aporalis,
Pyralidae,Locastra,irriditincta,
Pyralidae,Macalla,BioLep860,
Pyralidae,Macalla,finstanalis,
Pyralidae,Macalla,glastianalis,
Pyralidae,Macalla,hyalinalis,
Pyralidae,Macalla,marginata,
Pyralidae,Macalla,nebulosa,
Pyralidae,Macalla,niveorufa,
Pyralidae,Macalla,noctuipalpis,
Pyralidae,Macalla,thyrsisalis,
Pyralidae,Mediavia,longistriga,
Pyralidae,Milgithea,melanoleuca,
Pyralidae,Milgithea,suramisa,
Pyralidae,Oneida,marmorata,
Pyralidae,Pandoflabella,olivescens,
Pyralidae,Phidotricha,erigens,
Pyralidae,Pococera,albimedialis,
Pyralidae,Pococera,asperatella,
Pyralidae,Pococera,basalis,
Pyralidae,Pococera,gelidalis,
Pyralidae,Pococera,hemimelas,
Pyralidae,Pococera,marthusa,
Pyralidae,Pococera,sabbasa,
Pyralidae,Pococera,sadotha,
Pyralidae,Pocopaschia,noctuina,
Pyralidae,Quadraforma,obliqualis,
Pyralidae,Tallula,beroella,
Pyralidae,Tallula,juanalis,
Pyralidae,Tallula,melazonalis,
Pyralidae,Tancoa,crinita,
Pyralidae,Epimorius,cymonia,
Pyralidae,Epimorius,maylina,
Pyralidae,Galleria,mellonella,
Pyralidae,Neophrida,meterythralis,
Pyralidae,Omphalocera,cariosa,
Pyralidae,Thyridopyralis,illustrata,
Pyralidae,Trachylepidia,fructicassiella,
Pyralidae,Pyralidae,sp.01,
Pyralidae,Pyralidae,sp.02,
Pyralidae,Pyralidae,sp.03,
Pyralidae,Pyralidae,sp.04,
Pyralidae,Pyralidae,sp.05,
Pyralidae,Pyralidae,sp.06,
Pyralidae,Pyralidae,sp.07,
Pyralidae,Pyralidae,sp.08,
Pyralidae,Pyralidae,sp.09,
Pyralidae,Pyralidae,sp.10,
Pyralidae,Pyralidae,sp.11,
Pyralidae,Pyralidae,sp.12,
Pyralidae,Pyralidae,sp.13,
Pyralidae,Pyralidae,sp.14,
Pyralidae,Amyelois,ACJ5942,
Pyralidae,Amyelois,transitella,
Pyralidae,Atheloca,subrufella,
Pyralidae,Barberia,affinitella,
Pyralidae,Commotria,musaeella,
Pyralidae,Davara,caricae,
Pyralidae,Ectomyelois,muriscis,
Pyralidae,Hypsipyla,grandella,
Pyralidae,Oryctometopia,fossulatella,
Pyralidae,Phycitinae,sp.01,
Pyralidae,Phycitinae,sp.02,
Pyralidae,Phycitinae,sp.03,
Pyralidae,Phycitinae,sp.04,
Pyralidae,Phycitinae,sp.05,
Pyralidae,Phycitinae,sp.06,
Pyralidae,Phycitinae,sp.07,
Pyralidae,Phycitinae,sp.09,
Pyralidae,Phycitinae,sp.10,
Pyralidae,Phycitinae,sp.11,
Pyralidae,Phycitinae,sp.12,
Pyralidae,Phycitinae,sp.13,
Pyralidae,Phycitinae,sp.14,
Pyralidae,Phycitinae,sp.15,
Pyralidae,Phycitinae,sp.16,
Pyralidae,Phycitinae,sp.17,
Pyralidae,Phycitinae,sp.18,
Pyralidae,Phycitinae,sp.19,
Pyralidae,Phycitodes,reliquellus,
Pyralidae,Ufa,rubedinella,
Pyralidae,Zamagiria,laidion,
Pyralidae,Hypsopygia,amoenalis,
Pyralidae,Hypsopygia,binodulalis,
Pyralidae,Hypsopygia,nostralis,
Pyralidae,Mapeta,xanthomelas,
Pyralidae,Pyralis,manihotalis,
Riodinidae,Erythia,aurantiaca,aurantiaca
Riodinidae,Erythia,cheles,
Riodinidae,Erythia,labdacus,reducta
Riodinidae,Erythia,midas,crotopiades
Riodinidae,Erythia,rhodogyne,patella
Riodinidae,Euselasia,corduena,anadema
Riodinidae,Euselasia,euoras,euoras
Riodinidae,Euselasia,regipennis,
Riodinidae,Hades,noctula,
Riodinidae,Marmessus,gyda,gydina
Riodinidae,Marmessus,leucophryna,
Riodinidae,Marmessus,oaxacensis,
Riodinidae,Marmessus,subargentea,
Riodinidae,Methone,cecilia,chrysomela
Riodinidae,Methone,eubule,eubule
Riodinidae,Methone,eucrates,leucorrhoa
Riodinidae,Methone,hypophaea,
Riodinidae,Methone,onorata,
Riodinidae,Methone,portentosa,
Riodinidae,Myselasia,gloori,
Riodinidae,Myselasia,hieronymi,bianala
Riodinidae,Myselasia,hygenius,
Riodinidae,Myselasia,inconspicua,
Riodinidae,Myselasia,leucon,
Riodinidae,Myselasia,mystica,mystica
Riodinidae,Myselasia,procula,
Riodinidae,Myselasia,sergia,
Riodinidae,Pelolasia,amphidecta,
Riodinidae,Pelolasia,argentea,
Riodinidae,Pelolasia,aurantia,
Riodinidae,Pelolasia,bettina,
Riodinidae,Pelolasia,chrysippe,
Riodinidae,Pelolasia,matuta,
Riodinidae,Pelolasia,pellonia,
Riodinidae,Corrachia,leucoplaga,
Riodinidae,Calydna,sturnula,
Riodinidae,Calydna,venusta,venusta
Riodinidae,Apodemia,multiplaga,
Riodinidae,Apodemia,walkeri,
Riodinidae,Apodemia,zela,
Riodinidae,Curvie,emesia,
Riodinidae,Emesis,aurimna,
Riodinidae,Emesis,brimo,vimena
Riodinidae,Emesis,cypria,paphia
Riodinidae,Emesis,fatimella,nobilata
Riodinidae,Emesis,lacrines,
Riodinidae,Emesis,lucinda,
Riodinidae,Emesis,lupina,lupina
Riodinidae,Emesis,mandana,
Riodinidae,Emesis,ocypore,
Riodinidae,Emesis,tegula,
Riodinidae,Emesis,tenedia,tenedia
Riodinidae,Emesis,vulpina,
Riodinidae,Eurybia,cyclopia,
Riodinidae,Eurybia,elvina,
Riodinidae,Eurybia,lycisca,
Riodinidae,Eurybia,patrona,persona
Riodinidae,Eurybia,unxia,
Riodinidae,Anteros,allectus,allectus
Riodinidae,Anteros,chrysoprasta,
Riodinidae,Anteros,formosus,
Riodinidae,Anteros,kupris,kupris
Riodinidae,Anteros,micon,
Riodinidae,Anteros,renaldus,indigator
Riodinidae,Anteros,roratus,
Riodinidae,Ourocnemis,carausius,carausius
Riodinidae,Pachythone,bicolor,
Riodinidae,Pachythone,gigas,gigas
Riodinidae,Pachythone,velazquezi,
Riodinidae,Pixus,corculum,
Riodinidae,Pseudonymphidia,agave,agave
Riodinidae,Pseudonymphidia,clearista,
Riodinidae,Roeberella,lencates,
Riodinidae,Sarota,acantus,
Riodinidae,Sarota,chocoensis,
Riodinidae,Sarota,chrysus,
Riodinidae,Sarota,craspediodonta,
Riodinidae,Sarota,estrada,
Riodinidae,Sarota,gamelia,
Riodinidae,Sarota,gyas,
Riodinidae,Sarota,myrtea,
Riodinidae,Sarota,neglecta,
Riodinidae,Sarota,psaros,
Riodinidae,Sarota,subtesselata,
Riodinidae,Sarota,turrialbensis,
Riodinidae,Cremna,beltiana,
Riodinidae,Cremna,radiata,
Riodinidae,Hermathena,eburna,
Riodinidae,Hermathena,oweni,
Riodinidae,Hyphilaria,parthenis,
Riodinidae,Hyphilaria,thasus,
Riodinidae,Ithomiola,calculosa,
Riodinidae,Ithomiola,theages,tessera
Riodinidae,Leucochimona,iphias,
Riodinidae,Leucochimona,lagora,
Riodinidae,Leucochimona,lepida,
