Family,Genus,Species,Subspecies
Erebidae / Arctiinae,Gymnelia,salvini,
Erebidae / Arctiinae,Heliura,baleris,
Erebidae / Arctiinae,Heliura,balium,
Erebidae / Arctiinae,Heliura,banoca,
Erebidae / Arctiinae,Heliura,rhodophila,
Erebidae / Arctiinae,Heliura,tetragramma,
Erebidae / Arctiinae,Heliura,thysbodes,
Erebidae / Arctiinae,Histioea,meldolae,
Erebidae / Arctiinae,Holophaea,cardinalis,
Erebidae / Arctiinae,Holophaea,gentilicia,
Erebidae / Arctiinae,Holophaea,lycone,
Erebidae / Arctiinae,Holophaea,ruatana,
Erebidae / Arctiinae,Homoeocera,crassa,
Erebidae / Arctiinae,Homoeocera,gigantea,
Erebidae / Arctiinae,Homoeocera,muertensis,
Erebidae / Arctiinae,Homoeocera,rodriguezi,
Erebidae / Arctiinae,Homoeocera,strictosoma,
Erebidae / Arctiinae,Horama,oedippus,
Erebidae / Arctiinae,Horama,plumipes,
Erebidae / Arctiinae,Hyaleucerea,gigantea,
Erebidae / Arctiinae,Hyaleucerea,morosa,
Erebidae / Arctiinae,Hyaleucerea,panacea,
Erebidae / Arctiinae,Hyaleucerea,sororia,
Erebidae / Arctiinae,Hyda,basilutea,
Erebidae / Arctiinae,Hypocharis,clusia,
Erebidae / Arctiinae,Isanthrene,cazador,
Erebidae / Arctiinae,Isanthrene,championi,
Erebidae / Arctiinae,Isanthrene,crabroniformis,
Erebidae / Arctiinae,Isanthrene,echemon,
Erebidae / Arctiinae,Isanthrene,felderi,
Erebidae / Arctiinae,Isanthrene,monticola,
Erebidae / Arctiinae,Ixylasia,schausi,
Erebidae / Arctiinae,Leucopleura,ciarana,
Erebidae / Arctiinae,Leucopleura,cucadma,
Erebidae / Arctiinae,Leucotmemis,nexa,
Erebidae / Arctiinae,Loxophlebia,davisi,
Erebidae / Arctiinae,Loxophlebia,egregia,
Erebidae / Arctiinae,Loxophlebia,flavipicta,
Erebidae / Arctiinae,Loxophlebia,geminata,
Erebidae / Arctiinae,Loxophlebia,imitata,
Erebidae / Arctiinae,Loxophlebia,masa,
Erebidae / Arctiinae,Loxophlebia,peralta,
Erebidae / Arctiinae,Macrocneme,adonis,
Erebidae / Arctiinae,Macrocneme,cabimensis,
Erebidae / Arctiinae,Macrocneme,caerulescens,
Erebidae / Arctiinae,Macrocneme,iole,
Erebidae / Arctiinae,Macrocneme,lades,
Erebidae / Arctiinae,Macrocneme,leucostigma,
Erebidae / Arctiinae,Macrocneme,thyridia,
Erebidae / Arctiinae,Mesothen,dorsimacula,
Erebidae / Arctiinae,Mesothen,ethela,
Erebidae / Arctiinae,Mesothen,montana,
Erebidae / Arctiinae,Mesothen,pyrrha,
Erebidae / Arctiinae,Mesothen,temperata,
Erebidae / Arctiinae,Metacrocea,postflava,
Erebidae / Arctiinae,Metastatia,pyrrhorhoea,
Erebidae / Arctiinae,Metaxanthia,atribasis,
Erebidae / Arctiinae,Metaxanthia,vespiformis,
Erebidae / Arctiinae,Mydromera,notochloris,
Erebidae / Arctiinae,Myrmecopsis,polistes,
Erebidae / Arctiinae,Myrmecopsis,strigosa,
Erebidae / Arctiinae,Nelphe,confinis,
Erebidae / Arctiinae,Nelphe,relegatum,
Erebidae / Arctiinae,Nyridela,xanthocera,
Erebidae / Arctiinae,Phaenarete,diana,
Erebidae / Arctiinae,Pheia,albisigna,
Erebidae / Arctiinae,Pheia,drucei,
Erebidae / Arctiinae,Pheia,lateralis,
Erebidae / Arctiinae,Pheia,utica,
Erebidae / Arctiinae,Phoenicoprocta,insperata,
Erebidae / Arctiinae,Phoenicoprocta,lydia,
Erebidae / Arctiinae,Phoenicoprocta,paucipuncta,
Erebidae / Arctiinae,Phoenicoprocta,sanguinea,
Erebidae / Arctiinae,Poliopastea,auripes,
Erebidae / Arctiinae,Poliopastea,clavipes,
Erebidae / Arctiinae,Poliopastea,cyllarus,
Erebidae / Arctiinae,Poliopastea,evelina,
Erebidae / Arctiinae,Poliopastea,laciades,
Erebidae / Arctiinae,Poliopastea,lamprosoma,
Erebidae / Arctiinae,Poliopastea,nigritarsia,
Erebidae / Arctiinae,Pompiliodes,albomarginata,
Erebidae / Arctiinae,Pompiliodes,aliena,
Erebidae / Arctiinae,Pompiliodes,postica,
Erebidae / Arctiinae,Pompilopsis,tarsalis,
Erebidae / Arctiinae,Pseudohyaleucerea,vulnerata,
Erebidae / Arctiinae,Pseudomya,melanthoides,
Erebidae / Arctiinae,Pseudosphex,ichneumonea,
Erebidae / Arctiinae,Pseudosphex,laticincta,
Erebidae / Arctiinae,Pseudosphex,leovazquezae,
Erebidae / Arctiinae,Pseudosphex,mellita,
Erebidae / Arctiinae,Pseudosphex,moza,
Erebidae / Arctiinae,Pseudosphex,sodalis,
Erebidae / Arctiinae,Psilopleura,dolens,
Erebidae / Arctiinae,Psilopleura,vittata,
Erebidae / Arctiinae,Psoloptera,basifulva,
Erebidae / Arctiinae,Psoloptera,thoracica,
Erebidae / Arctiinae,Rhynchopyga,flavicollis,
Erebidae / Arctiinae,Rhynchopyga,subflamma,
Erebidae / Arctiinae,Sarosa,mora,
Erebidae / Arctiinae,Saurita,anselma,
Erebidae / Arctiinae,Saurita,concisa,
Erebidae / Arctiinae,Saurita,costaricae,
Erebidae / Arctiinae,Saurita,cryptoleuca,
Erebidae / Arctiinae,Saurita,diffusa,
Erebidae / Arctiinae,Saurita,fumosa,
Erebidae / Arctiinae,Saurita,latens,
Erebidae / Arctiinae,Saurita,phoenicosticta,
Erebidae / Arctiinae,Saurita,rubripuncta,
Erebidae / Arctiinae,Saurita,sanguinea,
Erebidae / Arctiinae,Saurita,stryma,
Erebidae / Arctiinae,Saurita,submacula,
Erebidae / Arctiinae,Saurita,temenus,
Erebidae / Arctiinae,Saurita,tipulina,
Erebidae / Arctiinae,Sauritinia,dubiosa,
Erebidae / Arctiinae,Scelilasia,erythrozonata,
Erebidae / Arctiinae,Scena,potentia,
Erebidae / Arctiinae,Sciopsyche,tropica,
Erebidae / Arctiinae,Sphecosoma,cognata,
Erebidae / Arctiinae,Sphecosoma,deceptrix,
Erebidae / Arctiinae,Syntomeida,melanthus,
Erebidae / Arctiinae,Syntomeida,syntomoides,
Erebidae / Arctiinae,Syntrichura,reba,
Erebidae / Arctiinae,Theages,decorum,
Erebidae / Arctiinae,Theages,flavicaput,
Erebidae / Arctiinae,Theages,xanthura,
Erebidae / Arctiinae,Thysanoprymna,haemorrhoides,
Erebidae / Arctiinae,Thysanoprymna,hampsoni,
Erebidae / Arctiinae,Thysanoprymna,morio,
Erebidae / Arctiinae,Thysanoprymna,superba,
Erebidae / Arctiinae,Trichura,cerberus,
Erebidae / Arctiinae,Trichura,druryi,
Erebidae / Arctiinae,Trichura,esmeralda,
Erebidae / Arctiinae,Trichura,latifascia,
Erebidae / Arctiinae,Uranophora,albiplaga,
Erebidae / Arctiinae,Uranophora,cortes,
Erebidae / Arctiinae,Uranophora,felderi,
Erebidae / Arctiinae,Uranophora,flaviceps,
Erebidae / Arctiinae,Uranophora,lelex,
Erebidae / Arctiinae,Uranophora,leucotela,
Erebidae / Arctiinae,Uranophora,walkeri,
Erebidae / Arctiinae,Abrochocis,esperanza,
Erebidae / Arctiinae,Agylla,abrosa,
Erebidae / Arctiinae,Agylla,albivenis,
Erebidae / Arctiinae,Agylla,argentifera,
Erebidae / Arctiinae,Agylla,asra,
Erebidae / Arctiinae,Agylla,erigone,
Erebidae / Arctiinae,Agylla,exscissa,
Erebidae / Arctiinae,Agylla,hampsoni,
Erebidae / Arctiinae,Agylla,marginata,
Erebidae / Arctiinae,Agylla,nivea,
Erebidae / Arctiinae,Agylla,poasia,
Erebidae / Arctiinae,Agylla,subcinerea,
Erebidae / Arctiinae,Agylla,submacula,
Erebidae / Arctiinae,Agylla,subochracea,
Erebidae / Arctiinae,Agylla,zucarina,
Erebidae / Arctiinae,Anaulosia,impolita,
Erebidae / Arctiinae,Antona,subluna,
Erebidae / Arctiinae,Apistosia,judas,
Erebidae / Arctiinae,Aptilosia,crocea,
Erebidae / Arctiinae,Areva,albogrisea,
Erebidae / Arctiinae,Areva,trigemmis,
Erebidae / Arctiinae,Balbura,dorsisigna,
Erebidae / Arctiinae,Balbura,fasciata,
Erebidae / Arctiinae,Balbura,intervenata,
Erebidae / Arctiinae,Chrysochlorosia,magnifica,
Erebidae / Arctiinae,Cisthene,citrina,
Erebidae / Arctiinae,Cisthene,polyzona,
Erebidae / Arctiinae,Clemensia,albata,
Erebidae / Arctiinae,Clemensia,brunneomedia,
Erebidae / Arctiinae,Clemensia,centralis,
Erebidae / Arctiinae,Clemensia,cernitis,
Erebidae / Arctiinae,Clemensia,chala,
Erebidae / Arctiinae,Clemensia,cincinnata,
Erebidae / Arctiinae,Clemensia,leopardina,
Erebidae / Arctiinae,Clemensia,mucida,
Erebidae / Arctiinae,Clemensia,ophrydina,
Erebidae / Arctiinae,Clemensia,quinqueferana,
Erebidae / Arctiinae,Clemensia,russata,
Erebidae / Arctiinae,Clemensia,urucata,
Erebidae / Arctiinae,Cloesia,digna,
Erebidae / Arctiinae,Cloesia,luzmariaromerae,
Erebidae / Arctiinae,Cloesia,mariamartachavarriae,
Erebidae / Arctiinae,Cloesia,parthia,
Erebidae / Arctiinae,Disaulota,leptalina,
Erebidae / Arctiinae,Dolichesia,falsimonia,
Erebidae / Arctiinae,Epeiromulona,biloba,
Erebidae / Arctiinae,Epeiromulona,icterinus,
Erebidae / Arctiinae,Epeiromulona,lephina,
Erebidae / Arctiinae,Epeiromulona,phelina,
Erebidae / Arctiinae,Epeiromulona,roseata,
Erebidae / Arctiinae,Epeiromulona,thysanata,
Erebidae / Arctiinae,Epitalara,commixta,
Erebidae / Arctiinae,Eucyclopera,carpintera,
Erebidae / Arctiinae,Eudesmia,lunaris,
Erebidae / Arctiinae,Eudesmia,menea,
Erebidae / Arctiinae,Eutelesia,vulgaris,
Erebidae / Arctiinae,Euthyone,grisescens,
Erebidae / Arctiinae,Euthyone,simplex,
Erebidae / Arctiinae,Gardinia,magnifica,
Erebidae / Arctiinae,Hypareva,pogonoda,
Erebidae / Arctiinae,Hyperthagylla,mira,
Erebidae / Arctiinae,Illice,biota,
Erebidae / Arctiinae,Illice,croesus,
Erebidae / Arctiinae,Illice,opulentana,
Erebidae / Arctiinae,Illice,tessellata,
Erebidae / Arctiinae,Inopsis,modulata,
Erebidae / Arctiinae,Lycomorphodes,bicolor,
Erebidae / Arctiinae,Lycomorphodes,correbioides,
Erebidae / Arctiinae,Lycomorphodes,reducta,
Erebidae / Arctiinae,Lycomorphodes,sordida,
Erebidae / Arctiinae,Macroptila,monstralis,
Erebidae / Arctiinae,Macroptila,nubecula,
Erebidae / Arctiinae,Metallosia,nidens,
Erebidae / Arctiinae,Metalobosia,ducalis,
Erebidae / Arctiinae,Metalobosia,elis,
Erebidae / Arctiinae,Nephelosia,caecina,
Erebidae / Arctiinae,Nodozana,hieroglyphica,
Erebidae / Arctiinae,Nodozana,picturata,
Erebidae / Arctiinae,Nodozana,thricophora,
Erebidae / Arctiinae,Nudur,fractivittarum,
Erebidae / Arctiinae,Nyctosia,tenebrosa,
Erebidae / Arctiinae,Odozana,decepta,
Erebidae / Arctiinae,Odozana,inconspicua,
Erebidae / Arctiinae,Odozana,methaemata,
Erebidae / Arctiinae,Odozana,sixola,
Erebidae / Arctiinae,Odozana,unica,
Erebidae / Arctiinae,Palaeozana,mida,
Erebidae / Arctiinae,Prepiella,aurea,
Erebidae / Arctiinae,Prepiella,pexicera,
Erebidae / Arctiinae,Propyria,flora,
Erebidae / Arctiinae,Propyria,normani,
Erebidae / Arctiinae,Ptychoglene,rubromarginata,
Erebidae / Arctiinae,Ptychoglene,xylophila,
Erebidae / Arctiinae,Rhabdatomis,cora,
Erebidae / Arctiinae,Rhabdatomis,draudti,
Erebidae / Arctiinae,Rhabdatomis,laudamia,
Erebidae / Arctiinae,Rhabdatomis,melinda,
Erebidae / Arctiinae,Talara,bombycia,
Erebidae / Arctiinae,Talara,cara,
Erebidae / Arctiinae,Talara,lepida,
Erebidae / Arctiinae,Talara,minynthadia,
Erebidae / Arctiinae,Talara,mona,
Erebidae / Arctiinae,Talara,phaeella,
Erebidae / Arctiinae,Talara,rubida,
Erebidae / Arctiinae,Talara,rugipennis,
Erebidae / Arctiinae,Talara,synnephala,
Erebidae / Arctiinae,Trichareva,fulvilaniata,
Erebidae / Arctiinae,Tuina,cingulata,
Erebidae / Arctiinae,Tuina,maurella,
Erebidae / Arctiinae,Urozana,cordatula,
Erebidae / Arctiinae,Calodesma,maculifrons,
Erebidae / Arctiinae,Chetone,angulosa,
Erebidae / Arctiinae,Chetone,ithomia,
Erebidae / Arctiinae,Dysschema,aorsa,
Erebidae / Arctiinae,Dysschema,arema,
Erebidae / Arctiinae,Dysschema,bivittata,
Erebidae / Arctiinae,Dysschema,cerialis,
Erebidae / Arctiinae,Dysschema,fortis,
Erebidae / Arctiinae,Dysschema,jansonis,
Erebidae / Arctiinae,Dysschema,leda,
Erebidae / Arctiinae,Dysschema,leonina,
Erebidae / Arctiinae,Dysschema,leucophaea,
Erebidae / Arctiinae,Dysschema,lycaste,
Erebidae / Arctiinae,Dysschema,lygdamis,
Erebidae / Arctiinae,Dysschema,magdala,
Erebidae / Arctiinae,Dysschema,mariamne,
Erebidae / Arctiinae,Dysschema,panamensis,
Erebidae / Arctiinae,Dysschema,paracelsus,
Erebidae / Arctiinae,Dysschema,perplexa,
Erebidae / Arctiinae,Dysschema,ultima,
Erebidae / Arctiinae,Dysschema,vidua,
Erebidae / Arctiinae,Euchlaenidia,albilinea,
Erebidae / Arctiinae,Heliactinidia,sitia,
Erebidae / Arctiinae,Hyalurga,fenestra,
Erebidae / Arctiinae,Hyalurga,sixola,
Erebidae / Arctiinae,Hyalurga,sora,
Erebidae / Arctiinae,Hyalurga,urioides,
Erebidae / Arctiinae,Hypocrita,albimacula,
Erebidae / Arctiinae,Hypocrita,aletta,
Erebidae / Arctiinae,Hypocrita,arcaei,
Erebidae / Arctiinae,Hypocrita,celadon,
Erebidae / Arctiinae,Hypocrita,drucei,
Erebidae / Arctiinae,Hypocrita,reedia,
Erebidae / Arctiinae,Isostola,nigrivenata,
Erebidae / Arctiinae,Josiomorpha,penetrata,
Erebidae / Arctiinae,Mesenochroa,rogersi,
Erebidae / Arctiinae,Phaloesia,saucia,
Erebidae / Arctiinae,Pseudophaloe,cerealia,
Erebidae / Arctiinae,Pseudophaloe,cotta,
Erebidae / Arctiinae,Pseudophaloe,helotes,
Erebidae / Arctiinae,Pseudophaloe,ninonia,
Erebidae / Arctiinae,Pseudophaloe,promiscua,
Erebidae / Arctiinae,Pseudophaloe,troetschi,
Erebidae / Arctiinae,Pteroodes,clitus,
Erebidae / Arctiinae,Pteroodes,longipennis,
Erebidae / Arctiinae,Xenosoma,geometrina,
Erebidae / Arctiinae,Xenosoma,nicander,
Erebidae / Arctiinae,Xenosoma,nigromarginatum,
Arrhenophanidae,Arrhenophanes,arrheno,
Arrhenophanidae,Arrhenophanes,perspicilla,
Arrhenophanidae,Arrhenophanes,volcanica,
Arrhenophanidae,Cnissostages,mastictor,
Arrhenophanidae,Cnissostages,oleagina,
Arrhenophanidae,Cnissostages,osae,
Arrhenophanidae,Dysoptus,bilobus,
Arrhenophanidae,Dysoptus,chiquitus,
Arrhenophanidae,Dysoptus,prolatus,
Arrhenophanidae,Dysoptus,spilacris,
Attevidae,Atteva,aurea,
Attevidae,Atteva,pustulella,
Attevidae,Atteva,zebra,
Autostichidae,Deoclona,xanthoselena,
Autostichidae,Glyphidocera,adrogantiae,
Autostichidae,Glyphidocera,advenae,
Autostichidae,Glyphidocera,aediculae,
Autostichidae,Glyphidocera,aedis,
Autostichidae,Glyphidocera,ambrosiae,
Autostichidae,Glyphidocera,amitae,
Autostichidae,Glyphidocera,ancillae,
Autostichidae,Glyphidocera,animae,
Autostichidae,Glyphidocera,arae,
Autostichidae,Glyphidocera,arakawae,
Autostichidae,Glyphidocera,arenae,
Autostichidae,Glyphidocera,asymmetricae,
Autostichidae,Glyphidocera,audaciae,
Autostichidae,Glyphidocera,barbae,
Autostichidae,Glyphidocera,brumae,
Autostichidae,Glyphidocera,burpurae,
Autostichidae,Glyphidocera,capsae,
Autostichidae,Glyphidocera,cauponae,
Autostichidae,Glyphidocera,caveae,
Autostichidae,Glyphidocera,cellae,
Autostichidae,Glyphidocera,cenae,
Autostichidae,Glyphidocera,cenulae,
Autostichidae,Glyphidocera,citae,
Autostichidae,Glyphidocera,clavae,
Autostichidae,Glyphidocera,comae,
Autostichidae,Glyphidocera,contionis,
Autostichidae,Glyphidocera,coquae,
Autostichidae,Glyphidocera,corniculae,
Autostichidae,Glyphidocera,coronae,
Autostichidae,Glyphidocera,cotis,
Autostichidae,Glyphidocera,coturnicis,
Autostichidae,Glyphidocera,crepidae,
Autostichidae,Glyphidocera,diciae,
Autostichidae,Glyphidocera,dictionis,
Autostichidae,Glyphidocera,eminetiae,
Autostichidae,Glyphidocera,fabulae,
Autostichidae,Glyphidocera,faecis,
Autostichidae,Glyphidocera,ferae,
Autostichidae,Glyphidocera,fidem,
Autostichidae,Glyphidocera,formae,
Autostichidae,Glyphidocera,gazae,
Autostichidae,Glyphidocera,gemmae,
Autostichidae,Glyphidocera,glaebae,
Autostichidae,Glyphidocera,gloriae,
Autostichidae,Glyphidocera,guaroa,
Autostichidae,Glyphidocera,harenae,
Autostichidae,Glyphidocera,illiterata,
Autostichidae,Glyphidocera,infulae,
Autostichidae,Glyphidocera,lactiflosella,
Autostichidae,Glyphidocera,lanae,
Autostichidae,Glyphidocera,laricae,
Autostichidae,Glyphidocera,lawrenceae,
Autostichidae,Glyphidocera,lupae,
Autostichidae,Glyphidocera,luxuriae,
Autostichidae,Glyphidocera,minarum,
Autostichidae,Glyphidocera,notae,
Autostichidae,Glyphidocera,novercae,
Autostichidae,Glyphidocera,nubis,
Autostichidae,Glyphidocera,olivae,
Autostichidae,Glyphidocera,ollae,
Autostichidae,Glyphidocera,operae,
Autostichidae,Glyphidocera,orae,
Autostichidae,Glyphidocera,paenulae,
Autostichidae,Glyphidocera,pali,
Autostichidae,Glyphidocera,personae,
Autostichidae,Glyphidocera,pilae,
Autostichidae,Glyphidocera,placentae,
Autostichidae,Glyphidocera,plebis,
Autostichidae,Glyphidocera,plumae,
Autostichidae,Glyphidocera,positurae,
Autostichidae,Glyphidocera,raedae,
Autostichidae,Glyphidocera,ranae,
Autostichidae,Glyphidocera,reginae,
Autostichidae,Glyphidocera,rodriguezi,
Autostichidae,Glyphidocera,rubetae,
Autostichidae,Glyphidocera,sapphiri,
Autostichidae,Glyphidocera,sardae,
Autostichidae,Glyphidocera,scuticae,
Autostichidae,Glyphidocera,sollertiae,
Autostichidae,Glyphidocera,spathae,
Autostichidae,Glyphidocera,speculae,
Autostichidae,Glyphidocera,staerae,
Autostichidae,Glyphidocera,terrae,
Autostichidae,Glyphidocera,tibiae,
Autostichidae,Glyphidocera,umbrae,
Autostichidae,Glyphidocera,vappae,
Autostichidae,Glyphidocera,virgulae,
Autostichidae,Glyphidocera,vocis,
Autostichidae,Glyphidocera,zamiae,
Autostichidae,Glyphidocera,zothecuale,
Blastobasidae,Asaphocrita,coronae,
Blastobasidae,Asaphocrita,fidei,
Blastobasidae,Asaphocrita,furciferae,
Blastobasidae,Asaphocrita,gerrulae,
Blastobasidae,Asaphocrita,lunae,
Blastobasidae,Asaphocrita,magae,
Blastobasidae,Asaphocrita,maximae,
Blastobasidae,Asaphocrita,quietis,
Blastobasidae,Asaphocrita,rationis,
Blastobasidae,Barbaloba,jubae,
Blastobasidae,Barbaloba,meleagrisellae,
Blastobasidae,Blastobasis,abollae,
Blastobasidae,Blastobasis,achaea,
Blastobasidae,Blastobasis,aedes,
Blastobasidae,Blastobasis,babae,
Blastobasidae,Blastobasis,balucis,
Blastobasidae,Blastobasis,beo,
Blastobasidae,Blastobasis,caetrae,
Blastobasidae,Blastobasis,chanes,
Blastobasidae,Blastobasis,coffeaella,
Blastobasidae,Blastobasis,custodis,
Blastobasidae,Blastobasis,dapis,
Blastobasidae,Blastobasis,deae,
Blastobasidae,Blastobasis,deliciolarum,
Blastobasidae,Blastobasis,dicionis,
Blastobasidae,Blastobasis,echus,
Blastobasidae,Blastobasis,erae,
Blastobasidae,Blastobasis,fax,
Blastobasidae,Blastobasis,furtivus,
Blastobasidae,Blastobasis,graminea,
Blastobasidae,Blastobasis,iuanae,
Blastobasidae,Blastobasis,lex,
Blastobasidae,Blastobasis,litis,
Blastobasidae,Blastobasis,lygdi,
Blastobasidae,Blastobasis,manto,
Blastobasidae,Blastobasis,neniae,
Blastobasidae,Blastobasis,nivis,
Blastobasidae,Blastobasis,orithyia,
Blastobasidae,Blastobasis,paludis,
Blastobasidae,Blastobasis,phaedra,
Blastobasidae,Blastobasis,rotae,
Blastobasidae,Blastobasis,rotullae,
Blastobasidae,Blastobasis,tapetae,
Blastobasidae,Blastobasis,thyone,
Blastobasidae,Blastobasis,usurae,
Blastobasidae,Blastobasis,vesta,
Blastobasidae,Blastobasis,xiphiae,
Blastobasidae,Hallicis,bisetosellus,
Blastobasidae,Hallicis,clavicula,
Blastobasidae,Hypatopa,actes,
Blastobasidae,Hypatopa,acus,
Blastobasidae,Hypatopa,agnae,
Blastobasidae,Hypatopa,arxcis,
Blastobasidae,Hypatopa,bilobata,
Blastobasidae,Hypatopa,caedis,
Blastobasidae,Hypatopa,caepae,
Blastobasidae,Hypatopa,cladis,
Blastobasidae,Hypatopa,cotis,
Blastobasidae,Hypatopa,cotytto,
Blastobasidae,Hypatopa,cyane,
Blastobasidae,Hypatopa,dicax,
Blastobasidae,Hypatopa,dolo,
Blastobasidae,Hypatopa,dux,
Blastobasidae,Hypatopa,edax,
Blastobasidae,Hypatopa,eos,
Blastobasidae,Hypatopa,erato,
Blastobasidae,Hypatopa,fio,
Blastobasidae,Hypatopa,gena,
Blastobasidae,Hypatopa,hecate,
Blastobasidae,Hypatopa,hera,
Blastobasidae,Hypatopa,hora,
Blastobasidae,Hypatopa,io,
Blastobasidae,Hypatopa,ira,
Blastobasidae,Hypatopa,joniella,
Blastobasidae,Hypatopa,juno,
Blastobasidae,Hypatopa,leda,
Blastobasidae,Hypatopa,limae,
Blastobasidae,Hypatopa,lucina,
Blastobasidae,Hypatopa,manus,
Blastobasidae,Hypatopa,mora,
Blastobasidae,Hypatopa,musa,
Blastobasidae,Hypatopa,nex,
Blastobasidae,Hypatopa,nox,
Blastobasidae,Hypatopa,phoebe,
Blastobasidae,Hypatopa,pica,
Blastobasidae,Hypatopa,plebis,
Blastobasidae,Hypatopa,rabio,
Blastobasidae,Hypatopa,rea,
Blastobasidae,Hypatopa,rudis,
Blastobasidae,Hypatopa,sais,
Blastobasidae,Hypatopa,scobis,
Blastobasidae,Hypatopa,semela,
Blastobasidae,Hypatopa,solea,
Blastobasidae,Hypatopa,styga,
Blastobasidae,Hypatopa,tapadulcea,
Blastobasidae,Hypatopa,texla,
Blastobasidae,Hypatopa,texo,
Blastobasidae,Hypatopa,umbra,
Blastobasidae,Hypatopa,verax,
Blastobasidae,Hypatopa,vitis,
Blastobasidae,Hypatopa,vox,
Blastobasidae,Pheos,aculeatus,
Blastobasidae,Pigritia,dido,
Blastobasidae,Pigritia,faux,
Blastobasidae,Pigritia,gruis,
Blastobasidae,Pigritia,haha,
Blastobasidae,Pigritia,marjoriella,
Blastobasidae,Pigritia,sedis,
Blastobasidae,Pigritia,stips,
Blastobasidae,Pigritia,ululae,
Blastobasidae,Pseudokoleps,akainae,
Blastobasidae,Blastobastinae,sp.1,
Blastobasidae,Blastobastinae,sp.2,
Blastobasidae,Blastobastinae,sp.3,
Blastobasidae,Blastobastinae,sp.4,
Blastobasidae,Blastobastinae,sp.5,
Blastobasidae,Blastobastinae,sp.6,
Bombycidae,Cheneya,irrufata,
Bombycidae,Tamphana,marmorea,
Bombycidae,Colla,coelestis,
Bombycidae,Colla,glaucescens,
Bombycidae,Colla,rhodope,
Bombycidae,Epia,casnonia,
Bombycidae,Epia,muscosa,
Bombycidae,Quentalia,cameloi,
Bombycidae,Quentalia,chromana,
Bombycidae,Quentalia,denticulata,
Bombycidae,Quentalia,drepanoides,
Bombycidae,Quentalia,ephonia,
Bombycidae,Quentalia,lividia,
Bombycidae,Quentalia,melchthala,
Bombycidae,Quentalia,numalia,
Bombycidae,Quentalia,subrufa,
Bombycidae,Quentalia,subumbrata,
Bombycidae,Quentalia,surynorta,
Brachodidae,Sagalassa,atriflava,
Brachodidae,Sagalassa,valida,
Castniidae,Amauta,cacica,procera
Castniidae,Athis,analibiae,
Castniidae,Athis,clitarcha,
Castniidae,Athis,delecta,
Castniidae,Athis,inca,
Castniidae,Athis,palatinus,staudingeri
Castniidae,Castniomera,humboldti,
Castniidae,Divana,diva,
Castniidae,Telchin,atymnius,drucei
Castniidae,Telchin,atymnius,futilis
Castniidae,Telchin,evalthe,tica
Castniidae,Telchin,licus,
Castniidae,Zegara,columbina,salvina
Choreutidae,Alasea,corniculata,
Choreutidae,Brenthia,hexaselena,
Choreutidae,Brenthia,monolychna,
Choreutidae,Brenthia,ocellata,
Choreutidae,Brenthia,stimulans,
Choreutidae,Hemerophila,felis,
Choreutidae,Hemerophila,gradella,
Choreutidae,Hemerophila,houttuinialis,
Choreutidae,Hemerophila,immarginata,
Choreutidae,Hemerophila,tristis,
Choreutidae,Hemerophila,xutholopa,
Choreutidae,Rhobonda,gaurisana,
Choreutidae,Tortyra,caracasiae,
Choreutidae,Tortyra,chalcodes,
