Unnamed: 0,Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
3675,Geometridae,Melinodes,ignea,,Melinodes ignea,
3676,Geometridae,Mesedra,consociata,,Mesedra consociata,
3677,Geometridae,Microxydia,orsitaria,,Microxydia orsitaria,
3678,Geometridae,Microxydia,ruficomma,,Microxydia ruficomma,
3679,Geometridae,Mimomma,ochriplaga,,Mimomma ochriplaga,
3680,Geometridae,Mimosema,sobrina,,Mimosema sobrina,
3681,Geometridae,Nematocampa,arenosa,,Nematocampa arenosa,
3682,Geometridae,Nematocampa,completa,,Nematocampa completa,
3683,Geometridae,Nematocampa,reticulata,,Nematocampa reticulata,
3684,Geometridae,Nematocampa,straminea,,Nematocampa straminea,
3685,Geometridae,Neodora,tambilaria,,Neodora tambilaria,
3686,Geometridae,Pantherodes,unciaria,,Pantherodes unciaria,
3687,Geometridae,Periclina,apricaria,,Periclina apricaria,
3688,Geometridae,Periclina,cervinoides,,Periclina cervinoides,
3689,Geometridae,Periclina,merana,,Periclina merana,
3690,Geometridae,Periclina,syctaria,,Periclina syctaria,
3691,Geometridae,Phyllodonta,alajuela,,Phyllodonta alajuela,
3692,Geometridae,Phyllodonta,angulosa,,Phyllodonta angulosa,
3693,Geometridae,Phyllodonta,cataphracta,,Phyllodonta cataphracta,
3694,Geometridae,Phyllodonta,druciata,,Phyllodonta druciata,
3695,Geometridae,Phyllodonta,flabellaria,,Phyllodonta flabellaria,
3696,Geometridae,Phyllodonta,indeterminata,,Phyllodonta indeterminata,
3697,Geometridae,Phyllodonta,latrata,,Phyllodonta latrata,
3698,Geometridae,Phyllodonta,succedens,,Phyllodonta succedens,
3699,Geometridae,Phyllodonta,timais,,Phyllodonta timais,
3700,Geometridae,Phyllodonta,timareta,,Phyllodonta timareta,
3701,Geometridae,Polla,hemeraria,,Polla hemeraria,
3702,Geometridae,Prochoerodes,cristata,,Prochoerodes cristata,
3703,Geometridae,Prochoerodes,marciana,,Prochoerodes marciana,
3704,Geometridae,Prochoerodes,onustaria,,Prochoerodes onustaria,
3705,Geometridae,Prochoerodes,pilosa,,Prochoerodes pilosa,
3706,Geometridae,Prochoerodes,striata,,Prochoerodes striata,
3707,Geometridae,Prochoerodes,tetragonata,,Prochoerodes tetragonata,
3708,Geometridae,Rhomboptila,brantsiata,,Rhomboptila brantsiata,
3709,Geometridae,Rhomboptila,conscripta,,Rhomboptila conscripta,
3710,Geometridae,Sabulodes,arge,,Sabulodes arge,
3711,Geometridae,Sabulodes,bilineata,,Sabulodes bilineata,
3712,Geometridae,Sabulodes,colombiata,,Sabulodes colombiata,
3713,Geometridae,Sabulodes,exsecrata,,Sabulodes exsecrata,
3714,Geometridae,Sabulodes,loba,,Sabulodes loba,
3715,Geometridae,Sabulodes,nubifera,,Sabulodes nubifera,
3716,Geometridae,Sabulodes,ornatissima,,Sabulodes ornatissima,
3717,Geometridae,Sabulodes,plauta,,Sabulodes plauta,
3718,Geometridae,Sabulodes,rotundata,,Sabulodes rotundata,
3719,Geometridae,Sabulodes,setosa,,Sabulodes setosa,
3720,Geometridae,Sericoptera,area,,Sericoptera area,
3721,Geometridae,Sericoptera,chiffa,,Sericoptera chiffa,
3722,Geometridae,Sericoptera,mahometaria,,Sericoptera mahometaria,
3723,Geometridae,Sericoptera,reductata,,Sericoptera reductata,
3724,Geometridae,Sericoptera,virginaria,,Sericoptera virginaria,
3725,Geometridae,Stibaractis,dioptis,,Stibaractis dioptis,
3726,Geometridae,Tetragonodes,anopsaria,,Tetragonodes anopsaria,
3727,Geometridae,Tetragonodes,murcia,,Tetragonodes murcia,
3728,Geometridae,Trotopera,arrhapa,,Trotopera arrhapa,
3729,Geometridae,Trotopera,olivifera,,Trotopera olivifera,
3730,Geometridae,Chloractis,pulcherrima,,Chloractis pulcherrima,
3731,Geometridae,Neagathia,corruptata,,Neagathia corruptata,
3732,Geometridae,Pachycopsis,malina,,Pachycopsis malina,
3733,Geometridae,Pachycopsis,tridentata,,Pachycopsis tridentata,
3734,Geometridae,Progonodes,athena,,Progonodes athena,
3735,Geometridae,Tachyphyle,acuta,,Tachyphyle acuta,
3736,Geometridae,Tachyphyle,albisparsa,,Tachyphyle albisparsa,
3737,Geometridae,Tachyphyle,allineata,,Tachyphyle allineata,
3738,Geometridae,Tachyphyle,basiplaga,,Tachyphyle basiplaga,
3739,Geometridae,Tachyphyle,hamata,,Tachyphyle hamata,
3740,Geometridae,Tachyphyle,oleaster,,Tachyphyle oleaster,
3741,Geometridae,Tachyphyle,undilineata,,Tachyphyle undilineata,
3742,Geometridae,Chlorochlamys,appellaria,,Chlorochlamys appellaria,
3743,Geometridae,Chloropteryx,dealbata,,Chloropteryx dealbata,
3744,Geometridae,Chloropteryx,diluta,,Chloropteryx diluta,
3745,Geometridae,Chloropteryx,languescens,,Chloropteryx languescens,
3746,Geometridae,Chloropteryx,nordicaria,,Chloropteryx nordicaria,
3747,Geometridae,Chloropteryx,opalaria,,Chloropteryx opalaria,
3748,Geometridae,Chloropteryx,punctilinea,,Chloropteryx punctilinea,
3749,Geometridae,Chloropteryx,stigmatica,,Chloropteryx stigmatica,
3750,Geometridae,Chloropteryx,subrufescens,,Chloropteryx subrufescens,
3751,Geometridae,Neocrasis,obscurata,,Neocrasis obscurata,
3752,Geometridae,Xerochlora,masonaria,,Xerochlora masonaria,
3753,Geometridae,Oospila,agnetaforslundae,,Oospila agnetaforslundae,
3754,Geometridae,Oospila,albicoma,,Oospila albicoma,
3755,Geometridae,Oospila,albipunctulata,,Oospila albipunctulata,
3756,Geometridae,Oospila,arpata,,Oospila arpata,
3757,Geometridae,Oospila,asmura,,Oospila asmura,
3758,Geometridae,Oospila,athena,,Oospila athena,
3759,Geometridae,Oospila,atopochlora,,Oospila atopochlora,
3760,Geometridae,Oospila,camilla,,Oospila camilla,
3761,Geometridae,Oospila,concinna,,Oospila concinna,
3762,Geometridae,Oospila,confluaria,,Oospila confluaria,
3763,Geometridae,Oospila,confundaria,,Oospila confundaria,
3764,Geometridae,Oospila,depressa,,Oospila depressa,
3765,Geometridae,Oospila,dicraspeda,,Oospila dicraspeda,
3766,Geometridae,Oospila,ecuadorata,,Oospila ecuadorata,
3767,Geometridae,Oospila,fimbripedata,,Oospila fimbripedata,
3768,Geometridae,Oospila,lacteguttata,,Oospila lacteguttata,
3769,Geometridae,Oospila,lilacina,,Oospila lilacina,
3770,Geometridae,Oospila,miccularia,,Oospila miccularia,
3771,Geometridae,Oospila,permagna,,Oospila permagna,
3772,Geometridae,Oospila,quinquemaculata,,Oospila quinquemaculata,
3773,Geometridae,Oospila,rosipara,,Oospila rosipara,
3774,Geometridae,Oospila,rufilimes,,Oospila rufilimes,
3775,Geometridae,Oospila,ruptimacula,,Oospila ruptimacula,
3776,Geometridae,Oospila,stagonata,,Oospila stagonata,
3777,Geometridae,Oospila,tricamerata,,Oospila tricamerata,
3778,Geometridae,Oospila,venezuelata,,Oospila venezuelata,
3779,Geometridae,Telotheta,muscipunctata,,Telotheta muscipunctata,
3780,Geometridae,Cathydata,batina,,Cathydata batina,
3781,Geometridae,Chavarriella,fallax,,Chavarriella fallax,
3782,Geometridae,Chavarriella,porcius,,Chavarriella porcius,
3783,Geometridae,Chavarriella,semiornata,,Chavarriella semiornata,
3784,Geometridae,Dichorda,iris,,Dichorda iris,
3785,Geometridae,Dichorda,obliquata,,Dichorda obliquata,
3786,Geometridae,Hyalochlora,antolodoxa,,Hyalochlora antolodoxa,
3787,Geometridae,Hyalochlora,splendens,,Hyalochlora splendens,
3788,Geometridae,Hydata,alada,,Hydata alada,
3789,Geometridae,Hydata,apicata,,Hydata apicata,
3790,Geometridae,Hydata,benepicta,,Hydata benepicta,
3791,Geometridae,Hydata,ignita,,Hydata ignita,
3792,Geometridae,Hydata,latifasciata,,Hydata latifasciata,
3793,Geometridae,Hydata,opella,,Hydata opella,
3794,Geometridae,Hydata,povera,,Hydata povera,
3795,Geometridae,Hydata,satisfacta,,Hydata satisfacta,
3796,Geometridae,Hydata,stigmatica,,Hydata stigmatica,
3797,Geometridae,Hydata,subfenestraria,,Hydata subfenestraria,
3798,Geometridae,Lissochlora,albocillaria,,Lissochlora albocillaria,
3799,Geometridae,Lissochlora,daniloi,,Lissochlora daniloi,
3800,Geometridae,Lissochlora,freddyi,,Lissochlora freddyi,
3801,Geometridae,Lissochlora,inconspicua,,Lissochlora inconspicua,
3802,Geometridae,Lissochlora,latuta,,Lissochlora latuta,
3803,Geometridae,Lissochlora,manostigma,,Lissochlora manostigma,
3804,Geometridae,Lissochlora,ronaldi,,Lissochlora ronaldi,
3805,Geometridae,Nemoria,acutularia,,Nemoria acutularia,
3806,Geometridae,Nemoria,adaluzae,,Nemoria adaluzae,
3807,Geometridae,Nemoria,adjunctaria,,Nemoria adjunctaria,
3808,Geometridae,Nemoria,agenoria,,Nemoria agenoria,
3809,Geometridae,Nemoria,anae,,Nemoria anae,
3810,Geometridae,Nemoria,astraea,,Nemoria astraea,
3811,Geometridae,Nemoria,aturia,,Nemoria aturia,
3812,Geometridae,Nemoria,callirrhoe,,Nemoria callirrhoe,
3813,Geometridae,Nemoria,carolinae,,Nemoria carolinae,
3814,Geometridae,Nemoria,cosmeta,,Nemoria cosmeta,
3815,Geometridae,Nemoria,defectiva,,Nemoria defectiva,
3816,Geometridae,Nemoria,dentilinea,,Nemoria dentilinea,
3817,Geometridae,Nemoria,dorsilinea,,Nemoria dorsilinea,
3818,Geometridae,Nemoria,duniae,,Nemoria duniae,
3819,Geometridae,Nemoria,elbae,,Nemoria elbae,
3820,Geometridae,Nemoria,epaphras,,Nemoria epaphras,
3821,Geometridae,Nemoria,erina,,Nemoria erina,
3822,Geometridae,Nemoria,eugeniae,,Nemoria eugeniae,
3823,Geometridae,Nemoria,florae,,Nemoria florae,
3824,Geometridae,Nemoria,franciscae,,Nemoria franciscae,
3825,Geometridae,Nemoria,gerardinae,,Nemoria gerardinae,
3826,Geometridae,Nemoria,gladysae,,Nemoria gladysae,
3827,Geometridae,Nemoria,hazelae,,Nemoria hazelae,
3828,Geometridae,Nemoria,interlucens,,Nemoria interlucens,
3829,Geometridae,Nemoria,isabelae,,Nemoria isabelae,
3830,Geometridae,Nemoria,karlae,,Nemoria karlae,
3831,Geometridae,Nemoria,lorenaea,,Nemoria lorenaea,
3832,Geometridae,Nemoria,marianellae,,Nemoria marianellae,
3833,Geometridae,Nemoria,marielosae,,Nemoria marielosae,
3834,Geometridae,Nemoria,nympharia,,Nemoria nympharia,
3835,Geometridae,Nemoria,ozalea,,Nemoria ozalea,
3836,Geometridae,Nemoria,pacificaria,,Nemoria pacificaria,
3837,Geometridae,Nemoria,parcipuncta,,Nemoria parcipuncta,
3838,Geometridae,Nemoria,pescadora,,Nemoria pescadora,
3839,Geometridae,Nemoria,priscillae,,Nemoria priscillae,
3840,Geometridae,Nemoria,punctilinea,,Nemoria punctilinea,
3841,Geometridae,Nemoria,rectilinea,,Nemoria rectilinea,
3842,Geometridae,Nemoria,remota,,Nemoria remota,
3843,Geometridae,Nemoria,rosae,,Nemoria rosae,
3844,Geometridae,Nemoria,sarukhani,,Nemoria sarukhani,
3845,Geometridae,Nemoria,saryae,,Nemoria saryae,
3846,Geometridae,Nemoria,scriptaria,,Nemoria scriptaria,
3847,Geometridae,Nemoria,strigaria,,Nemoria strigaria,
3848,Geometridae,Nemoria,tickelli,,Nemoria tickelli,
3849,Geometridae,Nemoria,toxeres,,Nemoria toxeres,
3850,Geometridae,Nemoria,tutala,,Nemoria tutala,
3851,Geometridae,Nemoria,venezuelae,,Nemoria venezuelae,
3852,Geometridae,Nemoria,vermiculata,,Nemoria vermiculata,
3853,Geometridae,Nemoria,vinocincta,,Nemoria vinocincta,
3854,Geometridae,Nemoria,winniae,,Nemoria winniae,
3855,Geometridae,Phrudocentra,albiceps,,Phrudocentra albiceps,
3856,Geometridae,Phrudocentra,albicoronata,sixola,Phrudocentra albicoronata,
3857,Geometridae,Phrudocentra,assa,,Phrudocentra assa,
3858,Geometridae,Phrudocentra,janeira,,Phrudocentra janeira,
3859,Geometridae,Phrudocentra,mitigata,,Phrudocentra mitigata,
3860,Geometridae,Phrudocentra,neis,,Phrudocentra neis,
3861,Geometridae,Phrudocentra,opaca,,Phrudocentra opaca,
3862,Geometridae,Phrudocentra,pupillata,,Phrudocentra pupillata,
3863,Geometridae,Phrudocentra,trimaculata,,Phrudocentra trimaculata,
3864,Geometridae,Phrudocentra,vivida,,Phrudocentra vivida,
3865,Geometridae,Prohydata,busa,,Prohydata busa,
3866,Geometridae,Pyrochlora,motilonia,,Pyrochlora motilonia,
3867,Geometridae,Pyrochlora,rhanis,,Pyrochlora rhanis,
3868,Geometridae,Rhodochlora,brunneipalpis,,Rhodochlora brunneipalpis,
3869,Geometridae,Rhodochlora,exquisita,,Rhodochlora exquisita,
3870,Geometridae,Rhodochlora,rothschildi,,Rhodochlora rothschildi,
3871,Geometridae,Tachychlora,amilletes,,Tachychlora amilletes,
3872,Geometridae,Tachychlora,flavidisca,,Tachychlora flavidisca,
3873,Geometridae,Thrasychlora,minor,,Thrasychlora minor,
3874,Geometridae,Synchlora,astraeoides,,Synchlora astraeoides,
3875,Geometridae,Synchlora,concinnaria,,Synchlora concinnaria,
3876,Geometridae,Synchlora,cupedinaria,,Synchlora cupedinaria,
3877,Geometridae,Synchlora,decorata,,Synchlora decorata,
3878,Geometridae,Synchlora,dependens,,Synchlora dependens,
3879,Geometridae,Synchlora,expulsata,atrapoides,Synchlora expulsata,
3880,Geometridae,Synchlora,frondaria,,Synchlora frondaria,
3881,Geometridae,Synchlora,gerularia,,Synchlora gerularia,
3882,Geometridae,Synchlora,indecora,,Synchlora indecora,
3883,Geometridae,Synchlora,magnaria,,Synchlora magnaria,
3884,Geometridae,Synchlora,pulchrifimbria,,Synchlora pulchrifimbria,
3885,Geometridae,Synchlora,tenuimargo,,Synchlora tenuimargo,
3886,Geometridae,Oligopleura,aulaeata,,Oligopleura aulaeata,
3887,Geometridae,Oligopleura,malachitaria,,Oligopleura malachitaria,
3888,Geometridae,Rhinura,populonia,,Rhinura populonia,
3889,Geometridae,Rhopalodes,uniformis,,Rhopalodes uniformis,
3890,Geometridae,Trotocalpe,albilunata,,Trotocalpe albilunata,
3891,Geometridae,Eois,amarillada,,Eois amarillada,
3892,Geometridae,Eois,antiopata,,Eois antiopata,
3893,Geometridae,Eois,apyraria,,Eois apyraria,
3894,Geometridae,Eois,azafranata,,Eois azafranata,
3895,Geometridae,Eois,basaliata,,Eois basaliata,
3896,Geometridae,Eois,bermellada,,Eois bermellada,
3897,Geometridae,Eois,binaria,,Eois binaria,
3898,Geometridae,Eois,BioLep5773,,Eois BioLep5773,
3899,Geometridae,Eois,BioLep731,,Eois BioLep731,
3900,Geometridae,Eois,borrata,,Eois borrata,
3901,Geometridae,Eois,brunneicosta,,Eois brunneicosta,
3902,Geometridae,Eois,burla,,Eois burla,
3903,Geometridae,Eois,camptographata,,Eois camptographata,
3904,Geometridae,Eois,cancellata,,Eois cancellata,
3905,Geometridae,Eois,carnana,,Eois carnana,
3906,Geometridae,Eois,cassandra,,Eois cassandra,
3907,Geometridae,Eois,catana,,Eois catana,
3908,Geometridae,Eois,cedon,,Eois cedon,
3909,Geometridae,Eois,cellulata,,Eois cellulata,
3910,Geometridae,Eois,cinyras,,Eois cinyras,
3911,Geometridae,Eois,citriaria,,Eois citriaria,
3912,Geometridae,Eois,concatenata,,Eois concatenata,
3913,Geometridae,Eois,crocina,,Eois crocina,
3914,Geometridae,Eois,deleta,,Eois deleta,
3915,Geometridae,Eois,dibapha,,Eois dibapha,
3916,Geometridae,Eois,dione,,Eois dione,
3917,Geometridae,Eois,dissensa,,Eois dissensa,
3918,Geometridae,Eois,dorisaria,,Eois dorisaria,
3919,Geometridae,Eois,dryantis,,Eois dryantis,
3920,Geometridae,Eois,dryope,,Eois dryope,
3921,Geometridae,Eois,elongata,,Eois elongata,
3922,Geometridae,Eois,fasciata,,Eois fasciata,
3923,Geometridae,Eois,goodmani,,Eois goodmani,
3924,Geometridae,Eois,guapa,,Eois guapa,
3925,Geometridae,Eois,insignata,,Eois insignata,
3926,Geometridae,Eois,insueta,,Eois insueta,
3927,Geometridae,Eois,isabella,,Eois isabella,
3928,Geometridae,Eois,isographata,,Eois isographata,
3929,Geometridae,Eois,lavinia,,Eois lavinia,
3930,Geometridae,Eois,marcearia,,Eois marcearia,
3931,Geometridae,Eois,margarita,,Eois margarita,
3932,Geometridae,Eois,mediogrisea,,Eois mediogrisea,
3933,Geometridae,Eois,mexicaria,,Eois mexicaria,
3934,Geometridae,Eois,multilunata,,Eois multilunata,
3935,Geometridae,Eois,multistrigaria,,Eois multistrigaria,
3936,Geometridae,Eois,myrrha,,Eois myrrha,
3937,Geometridae,Eois,naias,,Eois naias,
3938,Geometridae,Eois,nigrosticta,,Eois nigrosticta,
3939,Geometridae,Eois,numida,,Eois numida,
3940,Geometridae,Eois,nundina,,Eois nundina,
3941,Geometridae,Eois,nympha,,Eois nympha,
3942,Geometridae,Eois,obada,,Eois obada,
3943,Geometridae,Eois,occia,,Eois occia,
3944,Geometridae,Eois,olivacea,,Eois olivacea,
3945,Geometridae,Eois,operbula,,Eois operbula,
3946,Geometridae,Eois,parva,,Eois parva,
3947,Geometridae,Eois,plumbeofusa,,Eois plumbeofusa,
3948,Geometridae,Eois,restrictata,,Eois restrictata,
3949,Geometridae,Eois,rubicunda,,Eois rubicunda,
3950,Geometridae,Eois,russearia,,Eois russearia,
3951,Geometridae,Eois,saria,,Eois saria,
3952,Geometridae,Eois,thetisaria,,Eois thetisaria,
3953,Geometridae,Eois,toporata,,Eois toporata,
3954,Geometridae,Eois,undulosata,,Eois undulosata,
3955,Geometridae,Eois,xanthoperata,,Eois xanthoperata,
3956,Geometridae,Eois,zenobia,,Eois zenobia,
3957,Geometridae,Eois,zorra,,Eois zorra,
3958,Geometridae,Brabirodes,cerevia,,Brabirodes cerevia,
3959,Geometridae,Dyspteris,brevitaria,,Dyspteris brevitaria,
3960,Geometridae,Dyspteris,subvariata,,Dyspteris subvariata,
3961,Geometridae,Dyspteris,tenuivitta,,Dyspteris tenuivitta,
3962,Geometridae,Dyspteris,trifilaria,,Dyspteris trifilaria,
3963,Geometridae,Dyspteris,vecinaria,,Dyspteris vecinaria,
3964,Geometridae,Dasciopteryx,aristophilides,,Dasciopteryx aristophilides,
3965,Geometridae,Dasciopteryx,polymenes,,Dasciopteryx polymenes,
3966,Geometridae,Hagnagora,anicata,,Hagnagora anicata,
3967,Geometridae,Hagnagora,clustimena,,Hagnagora clustimena,
3968,Geometridae,Hagnagora,elianne,,Hagnagora elianne,
3969,Geometridae,Hagnagora,ephestris,,Hagnagora ephestris,
3970,Geometridae,Hagnagora,luteoradiata,,Hagnagora luteoradiata,
3971,Geometridae,Hagnagora,marionae,,Hagnagora marionae,
3972,Geometridae,Hagnagora,mirandahenrichae,,Hagnagora mirandahenrichae,
3973,Geometridae,Hagnagora,mortipax,,Hagnagora mortipax,
3974,Geometridae,Hagnagora,unnia,,Hagnagora unnia,
3975,Geometridae,Spargania,augustaria,,Spargania augustaria,
3976,Geometridae,Spargania,cultata,,Spargania cultata,
3977,Geometridae,Spargania,cyllene,,Spargania cyllene,
3978,Geometridae,Spargania,daphne,,Spargania daphne,
3979,Geometridae,Spargania,myrtusaria,,Spargania myrtusaria,
3980,Geometridae,Spargania,privernaria,,Spargania privernaria,
3981,Geometridae,Spargania,subcuprea,,Spargania subcuprea,
3982,Geometridae,Euphyia,albipennis,,Euphyia albipennis,
3983,Geometridae,Euphyia,avolaria,,Euphyia avolaria,
3984,Geometridae,Euphyia,cinerascens,,Euphyia cinerascens,
3985,Geometridae,Euphyia,circumcidata,,Euphyia circumcidata,
3986,Geometridae,Euphyia,colonaria,,Euphyia colonaria,
3987,Geometridae,Euphyia,crispa,,Euphyia crispa,
3988,Geometridae,Euphyia,emberizata,,Euphyia emberizata,
3989,Geometridae,Euphyia,impersonata,,Euphyia impersonata,
3990,Geometridae,Euphyia,linusaria,,Euphyia linusaria,
3991,Geometridae,Euphyia,maxima,,Euphyia maxima,
3992,Geometridae,Euphyia,nigrolineata,,Euphyia nigrolineata,
3993,Geometridae,Euphyia,pontina,,Euphyia pontina,
3994,Geometridae,Euphyia,psyra,,Euphyia psyra,
3995,Geometridae,Euphyia,strenuaria,,Euphyia strenuaria,
3996,Geometridae,Euphyia,sturnularia,,Euphyia sturnularia,
3997,Geometridae,Euphyia,subguttaria,,Euphyia subguttaria,
3998,Geometridae,Anemplocia,splendens,,Anemplocia splendens,
3999,Geometridae,Erateina,cachara,,Erateina cachara,
4000,Geometridae,Erateina,delecta,,Erateina delecta,
4001,Geometridae,Erateina,leptograta,,Erateina leptograta,
4002,Geometridae,Erateina,rogersi,,Erateina rogersi,
4003,Geometridae,Erateina,staudingeri,,Erateina staudingeri,
4004,Geometridae,Erebochlora,tesserulata,,Erebochlora tesserulata,
4005,Geometridae,Crocypus,perlucidaria,,Crocypus perlucidaria,
4006,Geometridae,Eubaphe,conformis,,Eubaphe conformis,
4007,Geometridae,Eubaphe,lobula,,Eubaphe lobula,
4008,Geometridae,Eubaphe,medea,,Eubaphe medea,
4009,Geometridae,Eudulophasia,invaria,,Eudulophasia invaria,
4010,Geometridae,Graphidipus,abraxaria,,Graphidipus abraxaria,
4011,Geometridae,Pseudomennis,bipennis,,Pseudomennis bipennis,
4012,Geometridae,Pseudomennis,dioptoides,,Pseudomennis dioptoides,
4013,Geometridae,Eupithecia,albibasalis,,Eupithecia albibasalis,
4014,Geometridae,Eupithecia,albimixta,,Eupithecia albimixta,
4015,Geometridae,Eupithecia,breisis,,Eupithecia breisis,
4016,Geometridae,Eupithecia,brevicula,,Eupithecia brevicula,
4017,Geometridae,Eupithecia,broteas,,Eupithecia broteas,
4018,Geometridae,Eupithecia,cachina,,Eupithecia cachina,
4019,Geometridae,Eupithecia,caliginosa,,Eupithecia caliginosa,
4020,Geometridae,Eupithecia,cariosa,,Eupithecia cariosa,
4021,Geometridae,Eupithecia,contexta,,Eupithecia contexta,
4022,Geometridae,Eupithecia,derogata,,Eupithecia derogata,
4023,Geometridae,Eupithecia,discordans,,Eupithecia discordans,
4024,Geometridae,Eupithecia,dissors,,Eupithecia dissors,
4025,Geometridae,Eupithecia,fausta,,Eupithecia fausta,
4026,Geometridae,Eupithecia,hormiga,,Eupithecia hormiga,
4027,Geometridae,Eupithecia,Janzen0493,,Eupithecia Janzen0493,
4028,Geometridae,Eupithecia,josefina,,Eupithecia josefina,
4029,Geometridae,Eupithecia,junctifascia,,Eupithecia junctifascia,
4030,Geometridae,Eupithecia,macreus,,Eupithecia macreus,
4031,Geometridae,Eupithecia,montana,,Eupithecia montana,
4032,Geometridae,Eupithecia,nemoralis,,Eupithecia nemoralis,
4033,Geometridae,Eupithecia,nusret,,Eupithecia nusret,
4034,Geometridae,Eupithecia,olivocostata,,Eupithecia olivocostata,
4035,Geometridae,Eupithecia,pilosa,,Eupithecia pilosa,
4036,Geometridae,Eupithecia,placens,,Eupithecia placens,
4037,Geometridae,Eupithecia,rectilinea,,Eupithecia rectilinea,
4038,Geometridae,Eupithecia,rufa,,Eupithecia rufa,
4039,Geometridae,Eupithecia,sp.01,,Eupithecia sp.01,
4040,Geometridae,Eupithecia,sp.02,,Eupithecia sp.02,
4041,Geometridae,Eupithecia,sp.03,,Eupithecia sp.03,
4042,Geometridae,Eupithecia,sp.04,,Eupithecia sp.04,
4043,Geometridae,Eupithecia,sp.05,,Eupithecia sp.05,
4044,Geometridae,Eupithecia,sp.06,,Eupithecia sp.06,
4045,Geometridae,Eupithecia,sp.07,,Eupithecia sp.07,
4046,Geometridae,Eupithecia,sp.08,,Eupithecia sp.08,
4047,Geometridae,Eupithecia,sp.09,,Eupithecia sp.09,
4048,Geometridae,Eupithecia,sp.10,,Eupithecia sp.10,
4049,Geometridae,Eupithecia,sp.11,,Eupithecia sp.11,
4050,Geometridae,Eupithecia,sp.12,,Eupithecia sp.12,
4051,Geometridae,Eupithecia,sp.13,,Eupithecia sp.13,
4052,Geometridae,Eupithecia,sp.14,,Eupithecia sp.14,
4053,Geometridae,Eupithecia,sp.15,,Eupithecia sp.15,
4054,Geometridae,Eupithecia,sp.16,,Eupithecia sp.16,
4055,Geometridae,Eupithecia,sp.17,,Eupithecia sp.17,
4056,Geometridae,Eupithecia,sp.18,,Eupithecia sp.18,
4057,Geometridae,Eupithecia,sp.19,,Eupithecia sp.19,
4058,Geometridae,Eupithecia,sp.20,,Eupithecia sp.20,
4059,Geometridae,Eupithecia,sp.21,,Eupithecia sp.21,
4060,Geometridae,Eupithecia,sp.22,,Eupithecia sp.22,
4061,Geometridae,Eupithecia,sp.23,,Eupithecia sp.23,
4062,Geometridae,Eupithecia,sp.24,,Eupithecia sp.24,
4063,Geometridae,Eupithecia,sp.25,,Eupithecia sp.25,
4064,Geometridae,Eupithecia,sp.26,,Eupithecia sp.26,
4065,Geometridae,Eupithecia,sp.27,,Eupithecia sp.27,
4066,Geometridae,Eupithecia,sp.28,,Eupithecia sp.28,
4067,Geometridae,Eupithecia,subtilis,,Eupithecia subtilis,
4068,Geometridae,Eupithecia,Sullivan5567,,Eupithecia Sullivan5567,
4069,Geometridae,Eupithecia,summissa,,Eupithecia summissa,
4070,Geometridae,Eupithecia,superans,,Eupithecia superans,
4071,Geometridae,Eupithecia,tenebricosa,,Eupithecia tenebricosa,
4072,Geometridae,Eupithecia,tenera,,Eupithecia tenera,
4073,Geometridae,Eupithecia,tremula,,Eupithecia tremula,
4074,Geometridae,Eupithecia,triangulifera,,Eupithecia triangulifera,
4075,Geometridae,Eupithecia,turpicula,,Eupithecia turpicula,
4076,Geometridae,Eupithecia,valeria,,Eupithecia valeria,
4077,Geometridae,Eupithecia,venusta,,Eupithecia venusta,
4078,Geometridae,Eupithecia,vilis,,Eupithecia vilis,
4079,Geometridae,Eupithecia,viperea,,Eupithecia viperea,
4080,Geometridae,Eupithecia,vitans,,Eupithecia vitans,
4081,Geometridae,Ersephila,electa,,Ersephila electa,
4082,Geometridae,Ersephila,prema,,Ersephila prema,
4083,Geometridae,Eutrepsia,tortricina,,Eutrepsia tortricina,
4084,Geometridae,Hammaptera,BioLep141,,Hammaptera BioLep141,
4085,Geometridae,Hammaptera,carribea,,Hammaptera carribea,
4086,Geometridae,Hammaptera,coras,,Hammaptera coras,
4087,Geometridae,Hammaptera,dominans,,Hammaptera dominans,
4088,Geometridae,Hammaptera,fartaria,,Hammaptera fartaria,
4089,Geometridae,Hammaptera,herbosaria,,Hammaptera herbosaria,
4090,Geometridae,Hammaptera,improbaria,,Hammaptera improbaria,
4091,Geometridae,Hammaptera,requisitata,,Hammaptera requisitata,
4092,Geometridae,Hammaptera,vanonaria,,Hammaptera vanonaria,
4093,Geometridae,Hammaptera,viridifusata,,Hammaptera viridifusata,
4094,Geometridae,Hydriomena,algosa,,Hydriomena algosa,
4095,Geometridae,Hydriomena,cachiria,,Hydriomena cachiria,
4096,Geometridae,Hydriomena,confusa,,Hydriomena confusa,
4097,Geometridae,Hydriomena,cuma,,Hydriomena cuma,
4098,Geometridae,Hydriomena,cydippe,,Hydriomena cydippe,
4099,Geometridae,Hydriomena,excelsa,,Hydriomena excelsa,
4100,Geometridae,Hydriomena,fassli,,Hydriomena fassli,
4101,Geometridae,Hydriomena,fractisignata,,Hydriomena fractisignata,
4102,Geometridae,Hydriomena,furinae,,Hydriomena furinae,
4103,Geometridae,Hydriomena,gosala,,Hydriomena gosala,
4104,Geometridae,Hydriomena,lucifuga,,Hydriomena lucifuga,
4105,Geometridae,Hydriomena,multangulata,,Hydriomena multangulata,
