Unnamed: 0,Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
2237,Erebidae,Coenipeta,catoxantha,,Coenipeta catoxantha,
2238,Erebidae,Coenipeta,colliquens,,Coenipeta colliquens,
2239,Erebidae,Coenipeta,damonia,,Coenipeta damonia,
2240,Erebidae,Coenipeta,dimidiata,,Coenipeta dimidiata,
2241,Erebidae,Coenipeta,endopolia,,Coenipeta endopolia,
2242,Erebidae,Coenipeta,glaucinans,,Coenipeta glaucinans,
2243,Erebidae,Coenipeta,hemiplagia,,Coenipeta hemiplagia,
2244,Erebidae,Coenipeta,leucocyma,,Coenipeta leucocyma,
2245,Erebidae,Coenipeta,lobuligera,,Coenipeta lobuligera,
2246,Erebidae,Coenipeta,medina,,Coenipeta medina,
2247,Erebidae,Coenipeta,nubila,,Coenipeta nubila,
2248,Erebidae,Coenipeta,parilis,,Coenipeta parilis,
2249,Erebidae,Coenipeta,phasis,,Coenipeta phasis,
2250,Erebidae,Coenipeta,polynoe,,Coenipeta polynoe,
2251,Erebidae,Coenipeta,suttea,,Coenipeta suttea,
2252,Erebidae,Coenipeta,tanais,,Coenipeta tanais,
2253,Erebidae,Coenipeta,umbrata,,Coenipeta umbrata,
2254,Erebidae,Coenipeta,zenobina,,Coenipeta zenobina,
2255,Erebidae,Mimophisma,delunaris,,Mimophisma delunaris,
2256,Erebidae,Zale,excellens,,Zale excellens,
2257,Erebidae,Zale,exhausta,,Zale exhausta,
2258,Erebidae,Zale,fictilis,,Zale fictilis,
2259,Erebidae,Zale,galactea,,Zale galactea,
2260,Erebidae,Zale,lunata,,Zale lunata,
2261,Erebidae,Zale,obsita,,Zale obsita,
2262,Erebidae,Zale,peruncta,,Zale peruncta,
2263,Erebidae,Zale,phaeocapna,,Zale phaeocapna,
2264,Erebidae,Zale,phaeograpta,,Zale phaeograpta,
2265,Erebidae,Zale,setipes,,Zale setipes,
2266,Erebidae,Zale,sexplagiata,,Zale sexplagiata,
2267,Erebidae,Zale,strigimacula,,Zale strigimacula,
2268,Erebidae,Zale,viridans,,Zale viridans,
2269,Erebidae,Acritogramma,noctar,,Acritogramma noctar,
2270,Erebidae,Coxina,cinctipalpis,,Coxina cinctipalpis,
2271,Erebidae,Coxina,ensipalpis,,Coxina ensipalpis,
2272,Erebidae,Coxina,hadenoides,,Coxina hadenoides,
2273,Erebidae,Coxina,thermeola,,Coxina thermeola,
2274,Erebidae,Euclystis,BioLep03,,Euclystis BioLep03,
2275,Erebidae,Euclystis,bruma,,Euclystis bruma,
2276,Erebidae,Euclystis,cayuga,,Euclystis cayuga,
2277,Erebidae,Euclystis,centurialis,,Euclystis centurialis,
2278,Erebidae,Euclystis,consurgens,,Euclystis consurgens,
2279,Erebidae,Euclystis,deterrima,,Euclystis deterrima,
2280,Erebidae,Euclystis,epidromiaelineata,,Euclystis epidromiaelineata,
2281,Erebidae,Euclystis,guerini,,Euclystis guerini,
2282,Erebidae,Euclystis,inconstans,,Euclystis inconstans,
2283,Erebidae,Euclystis,insana,,Euclystis insana,
2284,Erebidae,Euclystis,intacta,,Euclystis intacta,
2285,Erebidae,Euclystis,invidiosa,,Euclystis invidiosa,
2286,Erebidae,Euclystis,labecia,,Euclystis labecia,
2287,Erebidae,Euclystis,lala,,Euclystis lala,
2288,Erebidae,Euclystis,laluma,,Euclystis laluma,
2289,Erebidae,Euclystis,manto,,Euclystis manto,
2290,Erebidae,Euclystis,nescia,,Euclystis nescia,
2291,Erebidae,Euclystis,onusta,,Euclystis onusta,
2292,Erebidae,Euclystis,pallidipes,,Euclystis pallidipes,
2293,Erebidae,Euclystis,perplexa,,Euclystis perplexa,
2294,Erebidae,Euclystis,plusioides,,Euclystis plusioides,
2295,Erebidae,Euclystis,proba,,Euclystis proba,
2296,Erebidae,Euclystis,recurva,,Euclystis recurva,
2297,Erebidae,Euclystis,sublignaris,,Euclystis sublignaris,
2298,Erebidae,Euclystis,vulgaris,,Euclystis vulgaris,
2299,Erebidae,Helia,agna,,Helia agna,
2300,Erebidae,Helia,argentipes,,Helia argentipes,
2301,Erebidae,Helia,bilunulalis,,Helia bilunulalis,
2302,Erebidae,Helia,calligramma,,Helia calligramma,
2303,Erebidae,Helia,celita,,Helia celita,
2304,Erebidae,Helia,cymansis,,Helia cymansis,
2305,Erebidae,Helia,hermelina,,Helia hermelina,
2306,Erebidae,Helia,homopteridia,,Helia homopteridia,
2307,Erebidae,Helia,Poole01,,Helia Poole01,
2308,Erebidae,Helia,Poole02DHJ02,,Helia Poole02DHJ02,
2309,Erebidae,Helia,subjuga,,Helia subjuga,
2310,Erebidae,Helia,vitriluna,,Helia vitriluna,
2311,Erebidae,Hypogrammodes,compotrix,,Hypogrammodes compotrix,
2312,Erebidae,Hypogrammodes,confusa,,Hypogrammodes confusa,
2313,Erebidae,Hypogrammodes,pacifica,,Hypogrammodes pacifica,
2314,Erebidae,Itomia,intrahens,,Itomia intrahens,
2315,Erebidae,Itomia,multilinea,,Itomia multilinea,
2316,Erebidae,Itomia,opisthographa,,Itomia opisthographa,
2317,Erebidae,Kakopoda,apicalis,,Kakopoda apicalis,
2318,Erebidae,Kakopoda,progenies,,Kakopoda progenies,
2319,Erebidae,Kakopoda,stygia,,Kakopoda stygia,
2320,Erebidae,Kakopoda,violascens,,Kakopoda violascens,
2321,Erebidae,Lesmone,aemylia,,Lesmone aemylia,
2322,Erebidae,Lesmone,aenaria,,Lesmone aenaria,
2323,Erebidae,Lesmone,detrahens,,Lesmone detrahens,
2324,Erebidae,Lesmone,duplicans,,Lesmone duplicans,
2325,Erebidae,Lesmone,formularis,,Lesmone formularis,
2326,Erebidae,Lesmone,gentilis,,Lesmone gentilis,
2327,Erebidae,Lesmone,hinna,,Lesmone hinna,
2328,Erebidae,Lesmone,inopia,,Lesmone inopia,
2329,Erebidae,Lesmone,iolas,,Lesmone iolas,
2330,Erebidae,Lesmone,porcia,,Lesmone porcia,
2331,Erebidae,Lesmone,umbrifera,,Lesmone umbrifera,
2332,Erebidae,Metria,abscisa,,Metria abscisa,
2333,Erebidae,Metria,aenia,,Metria aenia,
2334,Erebidae,Metria,amella,,Metria amella,
2335,Erebidae,Metria,angulata,,Metria angulata,
2336,Erebidae,Metria,aperta,,Metria aperta,
2337,Erebidae,Metria,bruma,,Metria bruma,
2338,Erebidae,Metria,cades,,Metria cades,
2339,Erebidae,Metria,celia,,Metria celia,
2340,Erebidae,Metria,eminens,,Metria eminens,
2341,Erebidae,Metria,guapila,,Metria guapila,
2342,Erebidae,Metria,leucoplaga,,Metria leucoplaga,
2343,Erebidae,Metria,meretricia,,Metria meretricia,
2344,Erebidae,Metria,minta,,Metria minta,
2345,Erebidae,Metria,mollis,,Metria mollis,
2346,Erebidae,Metria,obsolefacta,,Metria obsolefacta,
2347,Erebidae,Metria,pascuala,,Metria pascuala,
2348,Erebidae,Metria,permixta,,Metria permixta,
2349,Erebidae,Metria,phaeochroa,,Metria phaeochroa,
2350,Erebidae,Metria,rufipicta,,Metria rufipicta,
2351,Erebidae,Metria,sublimis,,Metria sublimis,
2352,Erebidae,Metria,subrosea,,Metria subrosea,
2353,Erebidae,Metria,subvaria,,Metria subvaria,
2354,Erebidae,Selenisa,lanipes,,Selenisa lanipes,
2355,Erebidae,Selenisa,specifica,,Selenisa specifica,
2356,Erebidae,Selenisa,suero,,Selenisa suero,
2357,Erebidae,Selenisa,sueroides,,Selenisa sueroides,
2358,Erebidae,Toxonprucha,excavata,,Toxonprucha excavata,
2359,Erebidae,Toxonprucha,scitior,,Toxonprucha scitior,
2360,Erebidae,Toxonprucha,stunia,,Toxonprucha stunia,
2361,Erebidae,Tyrissa,acygonia,,Tyrissa acygonia,
2362,Erebidae,Tyrissa,carola,,Tyrissa carola,
2363,Erebidae,Tyrissa,mascara,,Tyrissa mascara,
2364,Erebidae,Tyrissa,multilinea,,Tyrissa multilinea,
2365,Erebidae,Tyrissa,perstrigata,,Tyrissa perstrigata,
2366,Erebidae,Tyrissa,recurva,,Tyrissa recurva,
2367,Erebidae,Tyrissa,siaha,,Tyrissa siaha,
2368,Erebidae,Tyrissa,thara,,Tyrissa thara,
2369,Erebidae,Achaea,ablunaris,,Achaea ablunaris,
2370,Erebidae,Achaea,lienardi,,Achaea lienardi,
2371,Erebidae,Achaeops,esperanza,,Achaeops esperanza,
2372,Erebidae,Dysgonia,expediens,,Dysgonia expediens,
2373,Erebidae,Dysgonia,purpurata,,Dysgonia purpurata,
2374,Erebidae,Focillidia,bipunctata,,Focillidia bipunctata,
2375,Erebidae,Focillidia,grenadensis,,Focillidia grenadensis,
2376,Erebidae,Ophisma,basigutta,,Ophisma basigutta,
2377,Erebidae,Ophisma,despagnesi,,Ophisma despagnesi,
2378,Erebidae,Ophisma,diatonica,,Ophisma diatonica,
2379,Erebidae,Ophisma,fulvipuncta,,Ophisma fulvipuncta,
2380,Erebidae,Ophisma,minna,,Ophisma minna,
2381,Erebidae,Ophisma,nobilis,,Ophisma nobilis,
2382,Erebidae,Ophisma,pyrostichta,,Ophisma pyrostichta,
2383,Erebidae,Ophisma,sinuata,,Ophisma sinuata,
2384,Erebidae,Ophisma,tecta,,Ophisma tecta,
2385,Erebidae,Ophisma,tropicalis,,Ophisma tropicalis,
2386,Erebidae,Ophisma,variata,,Ophisma variata,
2387,Erebidae,Ascalapha,odorata,,Ascalapha odorata,
2388,Erebidae,Feigeria,alauda,,Feigeria alauda,
2389,Erebidae,Feigeria,buteo,,Feigeria buteo,
2390,Erebidae,Feigeria,caligula,,Feigeria caligula,
2391,Erebidae,Feigeria,claricostata,,Feigeria claricostata,
2392,Erebidae,Feigeria,herilia,,Feigeria herilia,
2393,Erebidae,Feigeria,lignitis,,Feigeria lignitis,
2394,Erebidae,Feigeria,magna,,Feigeria magna,
2395,Erebidae,Feigeria,mycerina,,Feigeria mycerina,
2396,Erebidae,Feigeria,orcynia,,Feigeria orcynia,
2397,Erebidae,Feigeria,scops,,Feigeria scops,
2398,Erebidae,Feigeria,vultura,,Feigeria vultura,
2399,Erebidae,Feigeria,xylia,,Feigeria xylia,
2400,Erebidae,Hemeroblemma,acron,,Hemeroblemma acron,
2401,Erebidae,Hemeroblemma,dolosa,,Hemeroblemma dolosa,
2402,Erebidae,Hemeroblemma,dolosina,,Hemeroblemma dolosina,
2403,Erebidae,Hemeroblemma,infans,,Hemeroblemma infans,
2404,Erebidae,Hemeroblemma,leontia,,Hemeroblemma leontia,
2405,Erebidae,Hemeroblemma,malitiosa,,Hemeroblemma malitiosa,
2406,Erebidae,Hemeroblemma,mexicana,,Hemeroblemma mexicana,
2407,Erebidae,Hemeroblemma,numeria,,Hemeroblemma numeria,
2408,Erebidae,Hemeroblemma,ochrolinea,,Hemeroblemma ochrolinea,
2409,Erebidae,Hemeroblemma,opigena,,Hemeroblemma opigena,
2410,Erebidae,Hemeroblemma,schausiana,,Hemeroblemma schausiana,
2411,Erebidae,Hemeroblemma,scolopacea,,Hemeroblemma scolopacea,
2412,Erebidae,Hemeroblemma,stiva,,Hemeroblemma stiva,
2413,Erebidae,Hemeroblemma,turdipennis,,Hemeroblemma turdipennis,
2414,Erebidae,Latebraria,albifimbria,,Latebraria albifimbria,
2415,Erebidae,Latebraria,amphipyroides,,Latebraria amphipyroides,
2416,Erebidae,Latebraria,arcana,,Latebraria arcana,
2417,Erebidae,Latebraria,doliaris,,Latebraria doliaris,
2418,Erebidae,Latebraria,iphianasse,,Latebraria iphianasse,
2419,Erebidae,Latebraria,tuisana,,Latebraria tuisana,
2420,Erebidae,Letis,tiasa,,Letis tiasa,
2421,Erebidae,Ronania,marmorides,,Ronania marmorides,
2422,Erebidae,Syrnia,hypnois,,Syrnia hypnois,
2423,Erebidae,Thysania,agrippina,,Thysania agrippina,
2424,Erebidae,Thysania,winbrechlini,,Thysania winbrechlini,
2425,Erebidae,Thysania,zenobia,,Thysania zenobia,
2426,Erebidae,Antapistis,malis,,Antapistis malis,
2427,Erebidae,Antapistis,Poole08DHJ01,,Antapistis Poole08DHJ01,
2428,Erebidae,Antiblemma,abstrusa,,Antiblemma abstrusa,
2429,Erebidae,Antiblemma,addana,,Antiblemma addana,
2430,Erebidae,Antiblemma,agnita,,Antiblemma agnita,
2431,Erebidae,Antiblemma,agrestis,,Antiblemma agrestis,
2432,Erebidae,Antiblemma,alcinoe,,Antiblemma alcinoe,
2433,Erebidae,Antiblemma,amalthea,,Antiblemma amalthea,
2434,Erebidae,Antiblemma,amarga,,Antiblemma amarga,
2435,Erebidae,Antiblemma,anguinea,,Antiblemma anguinea,
2436,Erebidae,Antiblemma,anthea,,Antiblemma anthea,
2437,Erebidae,Antiblemma,borrega,,Antiblemma borrega,
2438,Erebidae,Antiblemma,calais,,Antiblemma calais,
2439,Erebidae,Antiblemma,ceras,,Antiblemma ceras,
2440,Erebidae,Antiblemma,chephira,,Antiblemma chephira,
2441,Erebidae,Antiblemma,chiva,,Antiblemma chiva,
2442,Erebidae,Antiblemma,concinnula,,Antiblemma concinnula,
2443,Erebidae,Antiblemma,erythromma,,Antiblemma erythromma,
2444,Erebidae,Antiblemma,filaria,,Antiblemma filaria,
2445,Erebidae,Antiblemma,fulvipicta,,Antiblemma fulvipicta,
2446,Erebidae,Antiblemma,fuscireticulata,,Antiblemma fuscireticulata,
2447,Erebidae,Antiblemma,harmodia,,Antiblemma harmodia,
2448,Erebidae,Antiblemma,hembrilla,,Antiblemma hembrilla,
2449,Erebidae,Antiblemma,herilis,,Antiblemma herilis,
2450,Erebidae,Antiblemma,hersilea,,Antiblemma hersilea,
2451,Erebidae,Antiblemma,imitans,,Antiblemma imitans,
2452,Erebidae,Antiblemma,incarnans,,Antiblemma incarnans,
2453,Erebidae,Antiblemma,juruana,,Antiblemma juruana,
2454,Erebidae,Antiblemma,lacteigera,,Antiblemma lacteigera,
2455,Erebidae,Antiblemma,laranda,,Antiblemma laranda,
2456,Erebidae,Antiblemma,leucocyma,,Antiblemma leucocyma,
2457,Erebidae,Antiblemma,lola,,Antiblemma lola,
2458,Erebidae,Antiblemma,lothos,,Antiblemma lothos,
2459,Erebidae,Antiblemma,lycoris,,Antiblemma lycoris,
2460,Erebidae,Antiblemma,memoranda,,Antiblemma memoranda,
2461,Erebidae,Antiblemma,mundicola,,Antiblemma mundicola,
2462,Erebidae,Antiblemma,neptis,,Antiblemma neptis,
2463,Erebidae,Antiblemma,partita,,Antiblemma partita,
2464,Erebidae,Antiblemma,patifaciens,,Antiblemma patifaciens,
2465,Erebidae,Antiblemma,penelope,,Antiblemma penelope,
2466,Erebidae,Antiblemma,perornata,,Antiblemma perornata,
2467,Erebidae,Antiblemma,peruda,,Antiblemma peruda,
2468,Erebidae,Antiblemma,perva,,Antiblemma perva,
2469,Erebidae,Antiblemma,phaedra,,Antiblemma phaedra,
2470,Erebidae,Antiblemma,phoenicopyra,,Antiblemma phoenicopyra,
2471,Erebidae,Antiblemma,pira,,Antiblemma pira,
2472,Erebidae,Antiblemma,Poole10,,Antiblemma Poole10,
2473,Erebidae,Antiblemma,porphyrota,,Antiblemma porphyrota,
2474,Erebidae,Antiblemma,prisca,,Antiblemma prisca,
2475,Erebidae,Antiblemma,restricta,,Antiblemma restricta,
2476,Erebidae,Antiblemma,rhoda,,Antiblemma rhoda,
2477,Erebidae,Antiblemma,rubida,,Antiblemma rubida,
2478,Erebidae,Antiblemma,rubrilinea,,Antiblemma rubrilinea,
2479,Erebidae,Antiblemma,rufinans,,Antiblemma rufinans,
2480,Erebidae,Antiblemma,sexplagiata,,Antiblemma sexplagiata,
2481,Erebidae,Antiblemma,sterope,,Antiblemma sterope,
2482,Erebidae,Antiblemma,strigatula,,Antiblemma strigatula,
2483,Erebidae,Antiblemma,subrutilans,,Antiblemma subrutilans,
2484,Erebidae,Antiblemma,sufficiens,,Antiblemma sufficiens,
2485,Erebidae,Antiblemma,Sullivan2576,,Antiblemma Sullivan2576,
2486,Erebidae,Antiblemma,trogocycla,,Antiblemma trogocycla,
2487,Erebidae,Antiblemma,tuisa,,Antiblemma tuisa,
2488,Erebidae,Antiblemma,tuva,,Antiblemma tuva,
2489,Erebidae,Antiblemma,uncinata,,Antiblemma uncinata,
2490,Erebidae,Anticarsia,anisospila,,Anticarsia anisospila,
2491,Erebidae,Anticarsia,gemmatalis,,Anticarsia gemmatalis,
2492,Erebidae,Athyrma,adjutrix,,Athyrma adjutrix,
2493,Erebidae,Athyrma,brigittae,,Athyrma brigittae,
2494,Erebidae,Athyrma,ciboney,,Athyrma ciboney,
2495,Erebidae,Athyrma,fakahatchee,,Athyrma fakahatchee,
2496,Erebidae,Athyrma,ganglio,,Athyrma ganglio,
2497,Erebidae,Athyrma,romacki,,Athyrma romacki,
2498,Erebidae,Athyrma,sp.1,,Athyrma sp.1,
2499,Erebidae,Athyrma,tuberosa,,Athyrma tuberosa,
2500,Erebidae,Azeta,ceramina,,Azeta ceramina,
2501,Erebidae,Azeta,imbuta,,Azeta imbuta,
2502,Erebidae,Azeta,mimica,,Azeta mimica,
2503,Erebidae,Azeta,repugnalis,,Azeta repugnalis,
2504,Erebidae,Azeta,rhodogaster,,Azeta rhodogaster,
2505,Erebidae,Azeta,rufescens,,Azeta rufescens,
2506,Erebidae,Azeta,signans,,Azeta signans,
2507,Erebidae,Azeta,versicolor,,Azeta versicolor,
2508,Erebidae,Chamyna,homichlodes,,Chamyna homichlodes,
2509,Erebidae,Chamyna,lamponia,,Chamyna lamponia,
2510,Erebidae,Chamyna,modesta,,Chamyna modesta,
2511,Erebidae,Coenobela,joha,,Coenobela joha,
2512,Erebidae,Coenobela,paucula,,Coenobela paucula,
2513,Erebidae,Dyomyx,albistriga,,Dyomyx albistriga,
2514,Erebidae,Dyomyx,cimolia,,Dyomyx cimolia,
2515,Erebidae,Dyomyx,egista,,Dyomyx egista,
2516,Erebidae,Dyomyx,egistoides,,Dyomyx egistoides,
2517,Erebidae,Dyomyx,herberta,,Dyomyx herberta,
2518,Erebidae,Dyomyx,inferior,,Dyomyx inferior,
2519,Erebidae,Dyomyx,jonesi,,Dyomyx jonesi,
2520,Erebidae,Dyomyx,jonesi,,Dyomyx jonesi,
2521,Erebidae,Dyomyx,ocala,,Dyomyx ocala,
2522,Erebidae,Dyomyx,placida,,Dyomyx placida,
2523,Erebidae,Dyomyx,psectrocera,,Dyomyx psectrocera,
2524,Erebidae,Dyomyx,volcanica,,Dyomyx volcanica,
2525,Erebidae,Dyomyx,zates,,Dyomyx zates,
2526,Erebidae,Ephyrodes,cacata,,Ephyrodes cacata,
2527,Erebidae,Ephyrodes,similis,,Ephyrodes similis,
2528,Erebidae,Epidromia,consperata,,Epidromia consperata,
2529,Erebidae,Epidromia,dickeli,,Epidromia dickeli,
2530,Erebidae,Epidromia,lafontainei,,Epidromia lafontainei,
2531,Erebidae,Epidromia,lienaris,,Epidromia lienaris,
2532,Erebidae,Epidromia,pannosa,,Epidromia pannosa,
2533,Erebidae,Epidromia,rotundata,,Epidromia rotundata,
2534,Erebidae,Epitausa,atriplaga,,Epitausa atriplaga,
2535,Erebidae,Epitausa,coppryi,,Epitausa coppryi,
2536,Erebidae,Epitausa,dilina,,Epitausa dilina,
2537,Erebidae,Epitausa,flagrans,,Epitausa flagrans,
2538,Erebidae,Epitausa,laetabilis,,Epitausa laetabilis,
2539,Erebidae,Epitausa,pavescens,,Epitausa pavescens,
2540,Erebidae,Epitausa,prona,,Epitausa prona,
2541,Erebidae,Epitausa,recessa,,Epitausa recessa,
2542,Erebidae,Epitausa,terranea,,Epitausa terranea,
2543,Erebidae,Eulepidotis,addens,,Eulepidotis addens,
2544,Erebidae,Eulepidotis,affinis,,Eulepidotis affinis,
2545,Erebidae,Eulepidotis,alabastraria,,Eulepidotis alabastraria,
2546,Erebidae,Eulepidotis,albistriga,,Eulepidotis albistriga,
2547,Erebidae,Eulepidotis,austrina,,Eulepidotis austrina,
2548,Erebidae,Eulepidotis,bourgaulti,,Eulepidotis bourgaulti,
2549,Erebidae,Eulepidotis,caeruleilinea,,Eulepidotis caeruleilinea,
2550,Erebidae,Eulepidotis,consequens,,Eulepidotis consequens,
2551,Erebidae,Eulepidotis,delecta,,Eulepidotis delecta,
2552,Erebidae,Eulepidotis,dominicata,,Eulepidotis dominicata,
2553,Erebidae,Eulepidotis,electa,,Eulepidotis electa,
2554,Erebidae,Eulepidotis,emilia,,Eulepidotis emilia,
2555,Erebidae,Eulepidotis,ezra,,Eulepidotis ezra,
2556,Erebidae,Eulepidotis,folium,,Eulepidotis folium,
2557,Erebidae,Eulepidotis,fortissima,,Eulepidotis fortissima,
2558,Erebidae,Eulepidotis,geminata,,Eulepidotis geminata,
2559,Erebidae,Eulepidotis,guttata,,Eulepidotis guttata,
2560,Erebidae,Eulepidotis,hemithea,,Eulepidotis hemithea,
2561,Erebidae,Eulepidotis,hemura,,Eulepidotis hemura,
2562,Erebidae,Eulepidotis,hermura,,Eulepidotis hermura,
2563,Erebidae,Eulepidotis,holocera,,Eulepidotis holocera,
2564,Erebidae,Eulepidotis,ilyrias,,Eulepidotis ilyrias,
2565,Erebidae,Eulepidotis,inclyta,,Eulepidotis inclyta,
2566,Erebidae,Eulepidotis,jonesi,,Eulepidotis jonesi,
2567,Erebidae,Eulepidotis,julianata,,Eulepidotis julianata,
2568,Erebidae,Eulepidotis,juncida,,Eulepidotis juncida,
2569,Erebidae,Eulepidotis,junetta,,Eulepidotis junetta,
2570,Erebidae,Eulepidotis,lineata,,Eulepidotis lineata,
2571,Erebidae,Eulepidotis,mabis,,Eulepidotis mabis,
2572,Erebidae,Eulepidotis,micca,,Eulepidotis micca,
2573,Erebidae,Eulepidotis,micra,,Eulepidotis micra,
2574,Erebidae,Eulepidotis,modestula,,Eulepidotis modestula,
2575,Erebidae,Eulepidotis,norduca,,Eulepidotis norduca,
2576,Erebidae,Eulepidotis,ornata,,Eulepidotis ornata,
2577,Erebidae,Eulepidotis,ornatoides,,Eulepidotis ornatoides,
2578,Erebidae,Eulepidotis,osseata,,Eulepidotis osseata,
2579,Erebidae,Eulepidotis,ouocco,,Eulepidotis ouocco,
2580,Erebidae,Eulepidotis,pavo,,Eulepidotis pavo,
2581,Erebidae,Eulepidotis,perducens,,Eulepidotis perducens,
2582,Erebidae,Eulepidotis,perlata,,Eulepidotis perlata,
2583,Erebidae,Eulepidotis,persimilis,,Eulepidotis persimilis,
2584,Erebidae,Eulepidotis,phrygionia,,Eulepidotis phrygionia,
2585,Erebidae,Eulepidotis,punctilinea,,Eulepidotis punctilinea,
2586,Erebidae,Eulepidotis,rectimargo,,Eulepidotis rectimargo,
2587,Erebidae,Eulepidotis,santosina,,Eulepidotis santosina,
2588,Erebidae,Eulepidotis,stigmastica,,Eulepidotis stigmastica,
2589,Erebidae,Eulepidotis,superior,,Eulepidotis superior,
2590,Erebidae,Eulepidotis,sylpha,,Eulepidotis sylpha,
2591,Erebidae,Eulepidotis,testaceiceps,,Eulepidotis testaceiceps,
2592,Erebidae,Eulepidotis,viridissima,,Eulepidotis viridissima,
2593,Erebidae,Ezra,misera,,Ezra misera,
2594,Erebidae,Goniocarsia,electrica,,Goniocarsia electrica,
2595,Erebidae,Goniocarsia,subdentata,,Goniocarsia subdentata,
2596,Erebidae,Herminocala,atomosa,,Herminocala atomosa,
2597,Erebidae,Herminocala,pallidoides,,Herminocala pallidoides,
2598,Erebidae,Herminocala,sabata,,Herminocala sabata,
2599,Erebidae,Massala,abdara,,Massala abdara,
2600,Erebidae,Massala,hieroglyphica,,Massala hieroglyphica,
2601,Erebidae,Massala,obvertens,,Massala obvertens,
2602,Erebidae,Massala,quassa,,Massala quassa,
2603,Erebidae,Metallata,absumens,,Metallata absumens,
2604,Erebidae,Metallata,blandita,,Metallata blandita,
2605,Erebidae,Metallata,irrorata,,Metallata irrorata,
2606,Erebidae,Obrima,cymbae,,Obrima cymbae,
2607,Erebidae,Obrima,didactica,,Obrima didactica,
2608,Erebidae,Obrima,pyraloides,,Obrima pyraloides,
2609,Erebidae,Obrima,rinconada,,Obrima rinconada,
2610,Erebidae,Obrima,sp. POOLE-01,,Obrima sp. POOLE-01,
2611,Erebidae,Panopoda,rigida,,Panopoda rigida,
2612,Erebidae,Phyprosopus,parthenope,,Phyprosopus parthenope,
2613,Erebidae,Renodes,croceiceps,,Renodes croceiceps,
2614,Erebidae,Renodes,curviluna,,Renodes curviluna,
2615,Erebidae,Renodes,glaucescens,,Renodes glaucescens,
2616,Erebidae,Renodes,liturata,,Renodes liturata,
2617,Erebidae,Syllectra,biolep7912,,Syllectra biolep7912,
2618,Erebidae,Syllectra,congemmalis,,Syllectra congemmalis,
2619,Erebidae,Syllectra,erycata,,Syllectra erycata,
2620,Erebidae,Tautobriga,euspila,,Tautobriga euspila,
2621,Erebidae,Tautobriga,glaucopis,,Tautobriga glaucopis,
2622,Erebidae,Aristaria,choerilus,,Aristaria choerilus,
2623,Erebidae,Aristaria,curvilinea,,Aristaria curvilinea,
2624,Erebidae,Aristaria,dissona,,Aristaria dissona,
2625,Erebidae,Aristaria,faustitas,,Aristaria faustitas,
2626,Erebidae,Aristaria,furrina,,Aristaria furrina,
2627,Erebidae,Aristaria,nigrifrons,,Aristaria nigrifrons,
2628,Erebidae,Aristaria,pholoe,,Aristaria pholoe,
2629,Erebidae,Aristaria,theroalis,,Aristaria theroalis,
2630,Erebidae,Bleptina,aeatusalis,,Bleptina aeatusalis,
2631,Erebidae,Bleptina,caradrinalis,,Bleptina caradrinalis,
2632,Erebidae,Bleptina,confusalis,,Bleptina confusalis,
2633,Erebidae,Bleptina,dejecta,,Bleptina dejecta,
2634,Erebidae,Bleptina,infausta,,Bleptina infausta,
2635,Erebidae,Bleptina,lasaea,,Bleptina lasaea,
2636,Erebidae,Bleptina,latona,,Bleptina latona,
2637,Erebidae,Bleptina,obscura,,Bleptina obscura,
2638,Erebidae,Carteris,anticlea,,Carteris anticlea,
2639,Erebidae,Carteris,incana,,Carteris incana,
2640,Erebidae,Carteris,lineata,,Carteris lineata,
2641,Erebidae,Carteris,oculatalis,,Carteris oculatalis,
2642,Erebidae,Charmodia,vectis,,Charmodia vectis,
2643,Erebidae,Compsenia,plumbea,,Compsenia plumbea,
2644,Erebidae,Coremagnatha,orionalis,,Coremagnatha orionalis,
2645,Erebidae,Coscaga,picatalis,,Coscaga picatalis,
2646,Erebidae,Dogninades,jactatalis,,Dogninades jactatalis,
2647,Erebidae,Dogninades,renei,,Dogninades renei,
